,initial_losses,losses,initial_reduced_losses,reduced_losses
0,104404.6549132299,104404.6549132299,94913.32264839081,94913.32264839081
1,39806.837268289535,39806.837268289535,36188.03388026321,36188.03388026321
2,112845.16339015865,112845.16339015865,102586.51217287149,102586.51217287149
3,84002.4901218281,84002.4901218281,76365.90011075282,76365.90011075282
4,15422.533956065849,15422.533956065849,14020.485414605315,14020.485414605315
5,448.6205660851361,448.6205660851361,407.8368782592146,407.8368782592146
6,151.95345244521926,151.95345244521926,138.13950222292658,138.13950222292658
7,879.7402430706431,879.7402430706431,799.7638573369483,799.7638573369483
8,785.4638049223141,785.4638049223141,714.0580044748309,714.0580044748309
9,586.6999582372308,586.6999582372308,533.3635983974825,533.3635983974825
10,10.44346350229861,10.44346350229861,9.494057729362371,9.494057729362371
11,72.03384411728375,72.03384411728375,65.48531283389431,65.48531283389431
