,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Te_electron,Ti_ion-1,Z_ion-1
0,233,-849.2533862399999,1.0064530541219583,19.999999985616938,9.087935228829707,0.10178079347819112,0.10425686625254324,4.465373498864152
1,242,-823.33338624,1.0390434075040405,19.999999985616938,8.652519388936334,0.10173906547063934,0.12673920131438088,4.645627084002875
2,250,-800.2933862399999,0.9697073676941256,19.999999985616938,8.778082542534154,0.10137874399988688,0.10619006326872181,4.592322235214743
3,259,-774.37338624,1.0260987035812608,19.999999985616938,8.905093891252207,0.10139334637798837,0.11283952999119845,5.020291235396292
4,268,-748.4533862399999,1.0260707969877525,19.999999985616945,8.534698224482028,0.10003739438003068,0.13,5.354518439931793
5,276,-725.4133862399999,1.1031373174820907,19.999999985616945,8.781964820839555,0.10003739021961335,0.13,5.2283468698484965
6,285,-699.49338624,1.1628852664485394,19.999999985616945,8.637922422236507,0.10003740685110774,0.13,5.506581362548507
7,294,-673.5733862399999,1.3842743192844287,19.999999985616945,8.711750298923196,0.10003745912583664,0.13,5.901740667336952
8,302,-650.5333862399999,1.199969692861258,19.999999985616945,8.537971627629318,0.10003755124916464,0.13,6.4180953430018635
9,311,-624.61338624,1.0855576022171467,19.999999985616945,9.041256445971058,0.10003754964319397,0.13,6.412303166655292
