,lineout pixel,Radius (\mum),amp1_general,amp2_general,amp3_general,ud_general,Va_general,Te_electron,ne_electron,m_electron,Ti_ion-1,Z_ion-1
0,221,-848.2009043519998,0.3584152650709148,0.6542990762080536,0.5501784803000854,-2.656611799216858,-2.158238720449476,0.15759254193259356,0.34497369267803657,2.0303015053002365,0.08521114826592656,5.443756558391191
1,238,-799.2409043519999,0.40700684609404375,0.45267109787570753,0.2109804491320193,0.4708942387096471,-2.474592409820575,0.19418949931408658,0.2634905643746727,2.030530201606629,0.04603170296641019,7.778514205327488
2,255,-750.2809043519999,0.244027649922374,0.3127434964480358,0.1898601211740311,4.2034511221093425,-1.9175551663523152,0.2610293048904627,0.06573481752888014,2.0302629449450986,0.06100315856415127,6.65868000851808
3,273,-698.4409043519998,0.2062901232288827,0.344620287802549,0.24155291466577783,-13.129423244803942,0.4453100237313521,0.12368444733645079,0.23774299186982467,2.0301211353430912,0.13019482176868605,5.582700154536447
4,290,-649.4809043519999,0.7027608224079981,0.8409877966004955,0.5797120461879277,-2.2045851742323244,8.288237441584346,0.1512293835602932,0.0843499124967971,2.0294757834280808,0.25524573979729476,3.0621388866206662
5,307,-600.5209043519999,0.7314898246709999,0.7781720725025392,0.25733313202635105,-7.887323981706496,3.449126382893354,0.1794376402690705,0.09393730956610147,2.029477409713273,0.12394358089882729,3.3763036681910847
6,325,-548.6809043519999,0.7911884517394943,0.8899368377347214,0.36214649948120337,-8.843357436378021,-3.165498539482944,0.1875541141187355,0.10833033754245229,2.0296512493494006,0.11837076577567268,4.304461932081343
7,342,-499.72090435199993,0.7481720921828381,0.8973706875275033,0.5521371165855495,-9.579334195187865,2.8635206697691302,0.21565080704252426,0.11764080764886146,2.0284996745419486,0.0915427512938176,1.984734757038146
8,360,-447.8809043519998,1.094663067811623,0.24291140500538283,0.6915740638541764,10.739126271540872,-8.641121138746595,0.3447089048802743,0.08846539183214877,2.0263511121138915,0.0363260219458163,5.940195844494692
9,377,-398.920904352,0.7499454646290652,0.778495606580979,0.9484941754099481,-10.172899349651473,-9.61471226410046,0.2485978568679622,0.1518017471905744,2.0298501742472266,0.13087209469983566,6.1142969854789175
10,394,-349.96090435199994,0.6508971224916157,0.8583952257959846,0.7563852242999011,2.003225678992923,-3.450157978385315,0.2666106224499213,0.1668670799284115,2.0281883248945864,0.05038486132923179,3.105874895832186
11,412,-298.1209043519998,0.7103456870722594,0.9981775645810683,0.4924604230698691,-1.7219190545434415,1.899760051498042,0.26806032815327696,0.17755640065722203,2.0289807297852076,0.05440277541193147,3.7670671886580123
12,429,-249.160904352,0.692845458607126,1.0022264358607231,0.6989070730257657,-1.2480133340271777,2.185897529866846,0.2900854566713197,0.18075129218201716,2.029437207963094,0.05913730280156491,4.433524980498298
13,446,-200.20090435199995,0.5608548224817955,1.0951558595902233,0.7018927805281945,-2.885139351726327,-0.1745894811737969,0.2811598594413293,0.18752409231175104,2.029557247464301,0.061058634444653224,5.35472487702872
14,464,-148.3609043519998,0.6582871101761824,1.107966475981267,0.6884464713059081,-9.027248181285824,-0.7497772497370931,0.29221383659776284,0.18692638848171889,2.0275602554511742,0.05464934250362352,5.397671306881621
15,481,-99.400904352,0.6907372709989621,1.031516460034361,0.7670649994220395,-3.919097312907329,-1.977042102901164,0.28568603583629526,0.19064981642268417,2.028933619283494,0.06650755663462538,5.81174796067336
16,498,-50.44090435199996,0.5687146780238788,0.9825197329504936,0.6214695698838723,-5.640388025904814,-0.14943020451332423,0.2903682662095737,0.19231678531587693,2.029424313952165,0.06079965813432464,5.1884228691217755
17,516,1.3990956480001842,0.5808381494142821,0.991340909840786,0.7311435529988268,-3.049948773915908,-0.2142144027307804,0.2876172440486138,0.19430735970434812,2.029052990744945,0.06081686478743309,5.029726425360528
18,533,50.35909564799999,0.6612060754709005,0.7384758188568679,0.6101333271254219,-0.18130870221033746,-0.33658573977970896,0.30743418338653306,0.1871183408243886,2.0289130452152095,0.06448152789950598,4.510248629591803
19,551,102.19909564800014,0.6924348821185496,0.8524953614303207,0.8017036940024822,-3.0341693415893474,-0.584586811313546,0.2843949682313243,0.19719813603924788,2.027895985009569,0.05606818807196335,4.780907275090751
20,568,151.15909564800018,0.6075712564812122,0.9120153949024321,0.674048564783137,1.1805026170780017,-1.5323350878017532,0.29227030214154426,0.19042623676952572,2.028823633308674,0.06048187360556588,4.06768078428924
21,585,200.11909564799998,0.6328528039085657,0.9244891798930657,0.4997596084455954,0.22618035633569633,-1.0973831112129986,0.30204524379233766,0.18682991501981477,2.027753927126951,0.04848477374256668,3.934587525767263
22,603,251.95909564800013,0.556835634351916,1.0204770970140598,0.4034149469659414,0.4819780960952329,-1.8978424831418277,0.2829085186415254,0.19424661796190307,2.027512724422728,0.0459719458247091,3.7895941414879113
23,620,300.91909564800017,0.624259810570694,0.9084740905688672,0.5954198888807879,1.4779140433069031,-7.216999474935963,0.3041276263652629,0.18625931015884858,2.028718824594794,0.061462008248008,5.662966607868263
24,637,349.879095648,0.6214774454636284,0.8521063031530671,0.44161961075074346,0.42102553630722994,-4.627293300939187,0.3059420019297706,0.18237585618339527,2.028752834553777,0.05731170750006237,5.200843391464175
25,655,401.7190956480001,0.6986396929875038,0.9838436501376707,0.7905315823360562,-3.1269029771480383,-0.4945333150988631,0.2826548144735909,0.18892716874805435,2.029641211478615,0.07598544240512903,4.940563640826287
26,672,450.67909564800016,0.6325862695124101,0.8917308782178861,0.8646329965859669,-4.395295285454392,-1.291304799629545,0.2869701516025508,0.19136723209856432,2.029606406047498,0.07853150494400984,5.029071703261076
27,689,499.63909564799997,0.6842754571373119,0.9254142114024567,0.6665378191016919,-6.124977420807429,-0.5080290240279819,0.2894710236852948,0.18698182447057177,2.0294827468895207,0.08216210013179874,4.3334686399318745
28,707,551.4790956480001,0.5845658952957401,0.8571355064268067,0.19453908757094845,-11.591202189762694,-0.7516345994076197,0.3181620103351887,0.17201673434750384,2.0293149555652867,0.08196776983724592,4.150622364814546
29,724,600.4390956480001,0.5998953270086381,0.6240981597680783,0.2411629265359271,-10.149238091260642,-2.5091608862511494,0.29600187408621775,0.15799821297720257,2.029515466465726,0.08988247432332125,4.55982317249007
