,lineout pixel,Radius (\mum),Te_electron,lam_general,amp3_general,ud_general,Ti_ion-1
0,209,-901.27584,0.49349104888591516,526.5999935053658,2.877707951195714,39.97301339367128,0.01767581965979736
1,244,-800.47584,0.3888417057435065,526.5999813257503,3.749999999875511,39.999921468317005,0.13809012995330477
2,279,-699.67584,0.36589361621317296,526.4613958011155,0.764083076114838,5.748772554634421,0.10981125645168631
3,314,-598.87584,0.4224104807520351,526.4350262001147,0.6184380408653202,10.42590900604343,0.11052034449964701
4,348,-500.95583999999997,0.5478719257149172,526.2000000004089,0.9575749386563507,39.975302262209716,0.6391467237137869
5,383,-400.1558399999999,0.010001516515860745,526.4563008345463,0.36170371310884086,39.99999997804524,1.0
6,418,-299.35583999999994,0.21955247997975474,526.3908989524812,0.9271022256414779,39.96948379845677,0.09069368059714907
7,452,-201.4358400000001,0.011736396685816126,526.3884083684253,0.3588276699446163,39.957678088553855,0.9874201691847836
8,487,-100.63583999999992,0.24217595648520543,526.3941114780519,0.6151916069453017,39.90941311685488,0.09783882107635956
9,522,0.16416000000003805,0.22706110356493042,526.4005464184128,0.5879966656306975,39.98121669069958,0.08972367319768088
10,557,100.96415999999999,0.197500521354233,526.3965857255024,0.4788957840012157,39.995890841916356,0.07573650340705218
11,591,198.88416000000007,0.43946720768661407,526.5999292807849,3.748722107916845,39.999968021376375,0.18167945310928998
12,626,299.68416,0.6032536638766581,526.5871441320439,0.8992127079259726,-0.6670905678690957,0.02105802963553053
13,661,400.48416,0.45403514475741963,526.4340363231053,0.02605575925573595,6.931043297181251,0.12775762975670824
14,696,501.28415999999993,0.035684911173375994,526.4655974964628,1.30957200228869,39.999591874833754,0.011478482826047652
15,730,599.2041599999998,0.4275040421669803,526.2716710901645,0.8802088194505329,39.425181977786835,0.31969053481564047
