,lineout pixel,Radius (\mum),lam_general,amp3_general,ud_general,Te_electron,Ti_ion-1,Z_ion-1
0,238,-799.2409043519999,526.5162886103134,0.7904585343047553,-3.361483132224123,0.3619140376884988,0.07882711138559968,5.072219317992002
1,255,-750.2809043519999,526.4840076129543,0.7270461429154224,-3.9430902493874385,0.3312292178979689,0.07728492241823151,4.7504584930288996
2,272,-701.3209043519998,526.4724003181879,0.2858646155772395,-9.711135168162475,0.28559386927200786,0.0849517143372514,4.181140225877382
3,290,-649.4809043519999,526.5059659005209,0.545146441732925,-5.063122222066221,0.3470645082642796,0.07845430732417508,4.915600770716891
4,307,-600.5209043519999,526.5505415442468,0.09017355383277502,-9.704742831294821,0.615035764498631,0.05167792684192468,8.014021138538588
5,325,-548.6809043519999,526.2373234982256,0.16508427033289702,-9.200594877207408,0.24440651004309105,0.05827955080332104,3.8261133717622977
