,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Te_electron,Ti_ion-1
0,233,-849.2533862399999,0.9588023329684812,-2.2943088078032545,-1.979208972053355,0.26177039957313314,0.07037266956277864
1,250,-800.2933862399999,0.8859822949257782,-6.809200278754105,-7.061580733060303,0.1811661517119659,0.060195712942891555
