,initial_losses,losses,initial_reduced_losses,reduced_losses
0,46.05669331418443,46.05669331418443,41.869721194713115,41.869721194713115
1,31.023353562459356,31.023353562459356,28.203048693144865,28.203048693144865
2,58.32492579908649,58.32492579908649,53.022659817351354,53.022659817351354
3,66.37894348146834,66.37894348146834,60.34449407406212,60.34449407406212
4,36.209271806008395,36.209271806008395,32.91751982364399,32.91751982364399
5,23.81711921085685,23.81711921085685,21.651926555324405,21.651926555324405
6,31.30006806948244,31.30006806948244,28.454607335893122,28.454607335893122
7,42.85306819587523,42.85306819587523,38.95733472352293,38.95733472352293
8,832.3424953453195,832.3424953453195,756.6749957684723,756.6749957684723
9,2031.7473597168332,2031.7473597168332,1847.0430542880301,1847.0430542880301
10,870.998023173348,870.998023173348,791.8163847030436,791.8163847030436
11,17.701094074110745,17.701094074110745,16.09190370373704,16.09190370373704
12,1644.9134764777777,1644.9134764777777,1495.3758877070707,1495.3758877070707
13,1508.9759842587716,1508.9759842587716,1371.796349326156,1371.796349326156
14,1500.7336061235333,1500.7336061235333,1364.3032782941211,1364.3032782941211
15,1781.7121001847493,1781.7121001847493,1619.7382728952264,1619.7382728952264
