,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron,m_electron
0,388,-798.3000903509999,0.26811919389347216,0.37471949870247023,0.04819722759172119,0.08146885588906828,3.13280534894642
1,392,-777.7800903509999,0.12190459641826186,0.2545880716931965,0.021868065293105487,0.0613707067344737,3.2121242818285123
2,395,-762.3900903509998,0.15865348689157438,0.3049876934762084,0.7896306841649462,1.5436362839632332,3.074659381542175
3,399,-741.8700903509998,0.045054532726084326,0.18857984500122163,0.010310074591014008,0.031175632832685218,3.368368658065119
4,403,-721.3500903509998,0.21463151651583706,0.394796294251581,0.018885683380349013,0.05841565629271532,3.2143612530659937
5,407,-700.8300903509999,1.4902971907861369,3.712631801447859,1.999706756653059,0.910382032194071,4.999995214866075
6,411,-680.3100903509999,0.22921132838508326,0.43070305322306807,0.019219595548802898,0.051313721596813786,3.1939027837206
7,415,-659.7900903509999,0.27687133056360763,0.5735057704879545,0.03348258318001092,0.08532265300745404,3.1560306056828766
8,419,-639.2700903509999,0.010000013497952612,1.018239462995268,0.1739866893214769,0.0812698406528883,2.000140273415315
9,423,-618.7500903509999,0.142938111781594,1.184476395135902,0.1635796831652385,0.08661462875574774,2.000000109109207
