,lineout pixel,Radius (\mum),Te_electron,ne_electron,m_electron,amp1_general,amp2_general,amp3_general,ud_general,Va_general,Ti_ion-1,Z_ion-1
0,423,-302.05324799999994,0.2859220730216225,0.18507397840350467,2.112090720503016,0.7254325837057479,0.9127253490880054,0.6168556539045374,-20.300621989082842,7.255595175677801,0.3587000025268604,2.0220567079827343
1,434,-270.3732479999999,0.3566717144653135,0.164900273126807,3.4963267749709654,0.5812558712074485,1.1410632473866698,0.8827801014857432,-33.57467156480435,7.933615916918043,0.27253514483950886,2.164424865235439
2,444,-241.57324799999992,0.305286785827,0.18283406277134898,2.284548414184431,0.7142342280175281,0.9522278089442436,0.7793187468481533,-33.28515755399076,7.22634089111153,0.32108022774161843,2.1578408711806607
3,455,-209.89324799999986,0.29509739833780085,0.18355126569145705,2.0237135721588873,0.6870114671896759,1.1243750642692314,0.5628836795580987,-38.63916279857054,6.970578722333638,0.4081051109612035,1.7950403309546796
4,465,-181.0932479999999,0.3030330907516895,0.18536619089244338,2.205616694078201,0.7004181614055228,1.0670567934536253,0.6990005046537672,-31.755261094994054,7.223215646676522,0.3380920718355961,2.1189701051461283
5,475,-152.29324799999995,0.30702211589248934,0.1845916535636833,2.177407135723674,0.6541398689447139,1.0205681021573847,0.6319579692055434,-19.628541986568155,7.505103075361475,0.3369684817695771,2.122456096033952
6,486,-120.61324799999988,0.3503317018819215,0.17413533424492456,3.0842467644255054,0.5687476429069794,1.0170389407720646,0.916327094827519,-31.5972102621973,7.561127724638872,0.24329307055648014,2.1698641927423266
7,496,-91.81324799999993,0.33147563490006154,0.1806868209329913,2.635142065625779,0.7162893760002631,1.0666854772631225,0.787545060353833,-38.29873535088356,7.688378771591925,0.29499352933549106,2.128540705484813
8,507,-60.13324799999987,0.3769486889856598,0.16686888189682778,3.527849846144535,0.6236387889440665,0.9470650652692908,0.9371912443907482,-33.90863757292944,7.633746257641384,0.28120390086308883,1.7145426920388382
9,517,-31.333247999999912,0.303450657209037,0.18725061991647998,2.0308363044988877,0.6340241336046655,0.8450646261114105,0.8262825332374654,-35.94293770867674,7.362463449567333,0.33035737404887366,2.153453421611899
