,lineout pixel,Radius (\mum),Te_electron,ne_electron,amp1_general,amp2_general,amp3_general,ud_general,Va_general,Ti_ion-1,Z_ion-1
0,243,-820.4532479999998,0.14201563634615372,0.06393562865961167,0.6740550821787049,0.8067906333885241,0.8517789048396924,0.24914533491940982,8.472677931015637,0.1164420635174027,3.649634722735611
1,253,-791.6532479999998,0.16547218800727195,0.06005055220541571,0.6464110170410975,0.8745464610970451,0.8396404506938048,0.2495872073950147,8.639365234820982,0.09629897232626616,3.2145573219943597
2,264,-759.9732479999999,0.16295632837016433,0.06800311593456006,0.6488829844356271,0.9694938067076639,0.8581376596658553,0.25085249104937923,8.711878782148304,0.11206528154246105,3.4376859039284637
3,274,-731.1732479999998,0.16149480415860518,0.07473436209193311,0.7390972272154711,0.9812861741594161,1.0161845729173713,0.2537646806645749,8.667669499148259,0.1154677359169703,3.8262732284786747
4,284,-702.3732479999999,0.1547893668980232,0.08323956459734431,0.7054912948523961,0.7504701923857121,0.855762959045299,0.24253560873498778,8.590638667215519,0.1324887475698242,3.840184177550298
5,295,-670.6932479999998,0.1813728435743278,0.08799353347298006,0.7306093455816408,0.790279832568962,1.022103270909119,0.2423884908510547,8.741756463412724,0.141809348422408,3.6855147747561734
6,305,-641.8932479999999,0.18783218401256596,0.09551171998602785,0.7362562118461218,0.8394045466165069,1.027172970434626,0.24744440601962375,8.59888277961199,0.0988979769104805,3.7883266512612352
7,316,-610.2132479999999,0.20406411302001481,0.10094806844354214,0.7416540239878134,0.7574054158030329,1.104783535422482,0.2475774335658212,8.477260613307173,0.11575825620782579,3.7274331613501857
8,326,-581.4132479999998,0.20358283936599836,0.10804912581155339,0.7023393293611413,0.7982755037056298,0.989112927939141,0.24764988725307843,8.682202033582703,0.11832399224528269,3.845517928229942
9,337,-549.7332479999999,0.22886941525573562,0.11333347145282957,0.6410367580731577,0.8368231243849167,1.0654618606314386,0.24728778686178865,10.05831960102973,0.10635833039398741,3.327922773475124
10,347,-520.9332479999998,0.21820811866890405,0.12484601424181202,0.7108913460759256,0.7693401506688587,0.8448446481143197,0.24888425914116755,9.153620597716094,0.15651928084473965,3.276728378713021
11,357,-492.13324799999987,0.2638725968752209,0.1289817531092166,0.5714092686586565,0.969897932854609,0.8588025978383528,0.2555973506735093,10.4848660348577,0.06326289707042686,3.5397849313490912
12,368,-460.4532479999998,0.09715825680594636,0.9872681852512585,0.037662123734564235,0.10188734687199215,0.8973820364958134,12.748301973355055,9.99281146728821,0.10552538713763537,6.082909195669622
13,378,-431.65324799999985,0.05170305561341858,0.9936764893447245,0.022643383504322052,0.07185302886098188,0.7597366959996095,0.26634996482465406,0.7727128657144223,0.06576459631253162,1.0261343353805081
14,389,-399.9732479999998,0.050312856344006014,0.012469378031887475,0.020315750940621158,0.07141474584330855,0.6377922034349401,0.24792342207600684,3.622117184926148,0.3963001390548626,1.1991474832233542
15,399,-371.17324799999983,0.05079276377606048,0.3763613523796231,0.01927196519331861,0.05751220544616397,0.8238414965959535,0.2512664425713687,5.1138456666855685,0.1897852205059434,1.0006392590249888
16,409,-342.3732479999999,0.050536515846516285,0.08694579493976996,0.024839401679695342,0.06441740784351417,0.3832103959957194,0.24824282369090697,13.37430120360093,0.07163479568196968,4.377207021322227
17,420,-310.6932479999998,0.09034808857696777,0.9702906438261302,0.023213651114819357,0.06138720949221589,0.4204946747403284,0.271611631476004,7.256262953013433,0.5473679347318126,6.585868029618872
18,430,-281.89324799999986,0.05277601139621307,0.10047193017369176,0.057501357489179575,0.15613619624587013,0.9929271883106963,0.24736035541755838,8.989579648086329,0.071368356674506,3.4283630237238496
19,441,-250.2132479999998,0.05675332657774125,0.9056797019289825,0.02336296823883388,0.06769554992948885,0.9795190736193152,0.24733645111057037,9.15381295200185,0.07052989377584977,3.406233740864776
20,451,-221.41324799999984,0.05291414448222194,0.02158864805555765,0.036165252122663354,0.07222903094984029,0.9732149064821268,0.24748112608443718,9.055521048487517,0.0711783745298178,3.4203593968440993
21,462,-189.73324799999978,0.050203273437079365,0.010038186970258706,0.02767856170682842,0.0678448509038114,0.9319788482430125,0.246112480300151,9.138072324670107,0.069081838619402,3.3794928564719395
22,472,-160.93324799999982,0.10216122268501769,0.9993447675302033,0.037848622276401137,0.09439284376621943,0.9863729644468194,0.24768489275359207,9.028111433437216,0.07202567899944096,3.4331962518939454
23,482,-132.13324799999987,0.06800368196123763,0.9911949864716929,0.038891892981044514,0.09054514786640563,0.9701026255042978,0.24740642779955468,8.920828694444973,0.0729161659303588,3.4600433561071067
24,493,-100.4532479999998,0.09878867846073332,0.25331429152732365,0.3983464698181649,0.5358687305790908,1.009146364007293,0.2475428127292339,8.849447082102547,0.06865048518399217,3.399705766459831
25,503,-71.65324799999985,0.09656760584342973,0.11213062129213422,0.45852199514169956,0.6174543148596178,1.0090030172584306,0.24753429551499792,8.836296974946714,0.06868450949248675,3.400222555216873
26,514,-39.973247999999785,0.11824068694247838,0.17092861749402546,0.5449630074290464,0.6950460018046722,1.0102192852263823,0.2475625895121301,8.843524794922203,0.06878240509331325,3.3997760627660787
27,524,-11.17324799999983,0.11077329101323623,0.09719126743766901,0.6112228805441118,0.7366486244606391,1.0086037606754523,0.24751909111767578,8.837113399606844,0.068896926755086,3.401170447531965
28,534,17.626752000000124,0.11927798074790136,0.17516750805254913,0.5979616545139741,0.7352080046444659,1.004349242105358,0.24753670706941974,8.856717699732517,0.06887834003235455,3.4019031419250156
29,545,49.30675200000019,0.09865863973642347,0.13619340391003554,0.5329456961070927,0.6583777952353885,1.0100892488687865,0.2474939978030644,8.837592867463641,0.06900993992100728,3.4000805595086745
30,555,78.10675200000014,0.05112309050344818,0.6550550226252361,0.03674444365245794,0.14443441245263647,0.7810824077700859,0.24863510742699435,6.91394649311651,0.4708247117660839,4.928089374211918
31,566,109.7867520000002,0.07305652535856721,0.918022318174037,0.07120403849079457,0.22165314459577717,0.706857581061994,0.249014511192235,7.040118716042456,0.5314771678206487,4.700955702316646
32,576,138.58675200000016,0.050527983397665295,0.6220672908193635,0.02501297142543684,0.1481221115766258,0.8295483170244519,0.24839305675648649,6.547957690337295,0.4810088927335168,4.452149092942217
33,587,170.266752,0.054072654729184856,0.9969601768016161,0.03101493286605697,0.1466986083610933,0.662332120025571,0.25142729112579953,6.287992696800122,0.3628880344059495,4.329224400910348
34,597,199.06675200000018,0.050010927888858615,0.650126146231657,0.010729031362244486,0.04116243118082815,0.6202740350815747,0.24932143885021477,7.043991389050274,0.39977097490522207,4.168946924810989
35,607,227.86675200000013,0.05004222846787424,0.9677011681291641,0.010587281842960428,0.02357779198877132,0.6927746076398182,0.24846420189199558,6.997156527624329,0.4742058853947635,4.06183187607342
36,618,259.5467520000002,0.12752392094068282,0.8822955755236448,0.2546691515474003,0.3834794945244731,1.0055761243255288,0.24782872422516714,8.717605757262215,0.06939463628732381,3.391855820258579
37,628,288.34675200000015,0.062096047860389386,0.17027042969788986,0.20271182400055263,0.32025824000922937,1.0077421388230672,0.2472995566761112,8.620111406690048,0.06920688632082081,3.3844461902537484
38,639,320.026752,0.12483965636036562,0.9556220415056185,0.1979525436724187,0.339954275523048,1.0092203896687246,0.24803337927671523,8.852249685774408,0.06883049359272285,3.3874841871997554
39,649,348.82675200000017,0.08893704764629015,0.7675166445406185,0.2053125367896006,0.33562277806169766,1.009388114360527,0.24776248264882253,8.804840693713384,0.0687433406564083,3.3926770636135464
40,659,377.6267520000001,0.09945008487119696,0.929078251824268,0.15706514176712427,0.311289640164774,1.0082035099084334,0.24772621870485742,8.830704304642529,0.06859596396162172,3.394841124385533
41,670,409.3067520000002,0.06361990254078223,0.14803731842185403,0.17671591776896944,0.3170740174297022,1.0099409592621966,0.24721035025184815,8.723291790182563,0.0685922193290857,3.3965264899853005
42,680,438.10675200000014,0.08375020460323251,0.15814272951510838,0.28551895113197767,0.44232584554348015,1.0114661589537342,0.24829029445011547,8.93351383714111,0.06878521075235404,3.39596741032387
43,691,469.7867520000002,0.07797409668008348,0.13570136580907946,0.26713374978220655,0.3816244666591447,0.9495656923231771,0.24756991890315405,8.651450162176186,0.06670082912487539,3.424848063700191
44,701,498.58675200000016,0.09027244696318149,0.10266108235832758,0.3013922044804118,0.4928325049678275,0.5130442010598129,0.2515061272730041,5.686728803703948,0.07694470191699494,3.7630355085800673
