,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron,m_electron
0,248,-798.9857243508039,0.5664798312477695,0.8178850947883368,0.216152125970177,0.14908252386235496,2.029869352420607
