,lineout pixel,Radius (\mum),Te_electron,amp3_general,ud_general,Va_general,Ti_ion-1
0,209,-901.27584,0.18693837683350553,1.0344233597635741,-6.152679960312408,0.609221974745072,0.08176448349693435
1,244,-800.47584,0.3835090975539036,0.26206231261444213,14.253521089072443,-4.317297192226167,0.08874737372660399
2,279,-699.67584,0.0969568701815938,0.5688821105212907,21.517132913409334,1.4601982656470174,0.14413391343775575
3,314,-598.87584,0.17260196284092413,0.8782638103268334,39.93466347021722,1.4359207286134161,0.07283927094019077
4,348,-500.95583999999997,0.010000000000614044,0.01,40.0,-3.6382789425274655,1.0
5,383,-400.1558399999999,0.13013481067096722,1.234858359086781,39.99999999992757,3.0961003831754024,0.06913531682129617
6,418,-299.35583999999994,0.01013384158029108,0.39911865653647993,17.452682981344623,-1.661165626983541,0.4400660260535566
7,452,-201.4358400000001,0.010003926443715642,0.9363780317376788,-19.729097312974577,-0.9080946944749417,0.010313584784527804
8,487,-100.63583999999992,0.2096341683553928,0.9046299062114155,5.885609925208051,-7.628973501168089,0.06528906818110332
9,522,0.16416000000003805,0.20141624958374157,0.8940366465900235,10.355980072491217,-7.361962149111987,0.04813225679074369
10,557,100.96415999999999,0.28899063635591016,3.7418802236401247,20.496911363330405,-9.984223924236014,0.14712796258477237
11,591,198.88416000000007,0.2910594492616477,3.749195359183496,34.25770036440091,-9.999788788922409,0.16932197017684336
12,626,299.68416,0.010000958268356001,0.9088754040682475,39.93630391091446,3.9578038864975724,0.01968957167138797
13,661,400.48416,1.8581890229391893,0.010000058578134758,39.516392793725615,7.425125859127874,0.02449298869164209
14,696,501.28415999999993,1.9999999997791098,0.01012887594288132,39.999999980841004,-9.999999999999648,0.010017109824135092
15,730,599.2041599999998,0.010332957198659,0.293399958180598,39.999999925253114,-5.029583305885118,0.9998940837745589
