,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron
0,368,-900.9000903509998,0.9171475286256274,0.012231155316053623,0.2689346897659418,0.14303466724985553
1,369,-895.7700903509999,0.9937439737806376,0.1388738609447655,0.26447864407553284,0.1457826856153797
2,370,-890.6400903509998,0.8858810779192959,0.13388074198759262,0.25924698688778497,0.14453483276975443
3,371,-885.5100903509999,2.8563152203843485,3.6725701659833514,1.9995641667681374,1.1362092113334517
4,372,-880.3800903509998,0.8683114636328695,0.14613982394057304,0.25050590339995354,0.1421063327477136
5,373,-875.2500903509999,0.8526907985812869,0.09790911391732712,0.24525381999758053,0.14561939511591573
6,374,-870.1200903509998,0.8134262340863329,0.0661653950098409,0.23936752528683441,0.15018882789142968
7,375,-864.9900903509999,0.783888910807045,0.04558338843130255,0.2425999728819753,0.15167705669892328
8,376,-859.8600903509998,0.8085589918530878,0.09445556176482567,0.25910210816498475,0.15127005674432994
9,377,-854.730090351,0.8936174387035791,0.13940025864106798,0.263145811349717,0.15289238744197783
10,378,-849.6000903509998,0.8286136193925997,0.1579473422338828,0.26097694714986847,0.1546149013054147
11,379,-844.470090351,0.876279751788824,0.13433639776004963,0.25020613442117334,0.1582779932092848
12,380,-839.3400903509998,0.8649804895434814,0.10654931730022264,0.2562709162571199,0.15778044526355847
13,381,-834.210090351,0.8895012493349242,0.12842351160183982,0.27221445395041377,0.15376722797922138
14,382,-829.0800903509999,0.9202605127289651,0.12457244156893675,0.28575739832499925,0.1512949524794035
15,383,-823.9500903509997,0.9270985219811012,0.18496466338789852,0.30405715325046667,0.14969370565449192
16,384,-818.8200903509999,0.1715207001442002,0.9267612187363006,0.18735002309590448,0.04838141019093389
17,385,-813.6900903509998,0.14085774757669547,0.9967852628942429,0.16361482366852934,0.05231410595696893
18,386,-808.5600903509999,0.3206143091197285,0.7053084070463229,0.7783725749498496,0.010250920050024384
19,387,-803.4300903509998,0.13246541346656568,0.8408611350058999,0.16255618324967783,0.05253626264400499
