,lineout pixel,Radius (\mum),lam_general,amp3_general,ud_general,Te_electron,Ti_ion-1,Z_ion-1
0,238,-799.2409043519999,526.4907810471439,0.3531076136529181,-3.5746824508700783,0.31516377426776493,0.04830607324445146,4.597185859283767
1,255,-750.2809043519999,526.4668815427152,0.3194114480941904,-1.9327475706471056,0.3149489450341367,0.04830039083172218,4.600452120372454
2,272,-701.3209043519998,526.4225366370384,0.2661449320198704,0.9277441303676497,0.2911130120807582,0.04770648567638903,4.423356795476618
3,290,-649.4809043519999,526.4063435338628,0.45964957384005645,-0.17648399205948095,0.21966979374422785,0.044527821631258985,3.6108490984560344
4,307,-600.5209043519999,526.2971598909998,0.43480865796198465,-3.0869720823935296,0.25491026731419913,0.056377169613926845,4.219551557735258
5,325,-548.6809043519999,526.3904122051631,0.4365687855868504,-2.8002969474811508,0.26254853179795634,0.04518009182472707,4.072234420016567
