,lineout pixel,Time (ps),Te_species1,Ti_species2,amp3_general,lam_general,ud_general,Va_general
0,360,1805,0.370572896312925,0.02777882917541785,0.953349809383704,526.6357678313462,5.002208482516335,-0.3035947809023165
1,370,1855,0.44342770551902655,0.06961307467700412,1.0564446718050249,526.632180555838,5.001966371189724,-0.3303046080493677
2,380,1905,0.5122119426947914,0.07401028673967718,1.0663686469282552,526.6305003178413,5.003796881575031,-0.23651494604912893
3,390,1955,0.6417530898527182,0.12116814650707391,1.1480662578937213,526.6272186583402,5.001038895354959,-0.22404076266134942
4,400,2005,0.5652535086900163,0.09349397408811341,1.0040165353665533,526.619435049368,5.00603864576354,-0.21023902688057206
5,410,2055,0.7853985242081107,0.18055137516132808,1.060761894444652,526.6279553136752,5.003151990335666,-0.1207499599908668
6,420,2105,0.5589982866596345,0.10431394542062516,0.6493802428031077,526.6221586156279,5.0138411732158055,-0.03869802307813641
7,430,2155,0.776685272654948,0.1663226005945184,0.7776125357009318,526.627702648105,5.012868382522305,-0.20838619459171315
8,440,2205,0.5606932123046013,0.09733873828321093,0.6662470265891284,526.6799408117851,4.993738333750013,0.06495710021108048
9,450,2255,1.0027500545466501,0.2532178192426326,1.110367362345762,526.6246306791735,5.002743854748568,-0.33354730142522326
10,460,2305,0.5540640752293138,0.1123330463671955,0.630181337177349,526.6793759195626,4.97533892639336,0.030446620719557504
11,470,2355,1.0435515972050442,0.27374745510944737,0.8978762794531097,526.6035060976465,5.0357223785832765,-1.4918437078532898
12,480,2405,0.571553387467896,0.13031141365160226,0.2656170167554183,526.6796371532009,4.969032960505175,0.04693457712312554
13,490,2455,1.1052293364674621,0.31097858615524576,1.004475062863112,526.5988157126721,5.039131986997023,-1.5398431800930268
14,500,2505,0.5709514800821248,0.13092280550925345,0.6383846943584598,526.6856878135231,4.96790043620289,0.003678374944795504
15,510,2555,1.1434009934149705,0.3324234855815451,0.9389738120227716,526.600631413202,5.037257952068548,-1.5540728847402108
16,520,2605,0.5708750030906679,0.13092602408239742,0.6385295129327679,526.6856813003901,4.96787056779195,0.003937142889616219
17,530,2655,1.1434321613741392,0.33244445166964987,0.9402000299253358,526.6001178755474,5.03725848010987,-1.5507874144035594
18,540,2705,0.5708750030728791,0.1309260241193435,0.6385295130985184,526.6856812998737,4.967870567749284,0.003937146774013467
19,550,2755,1.1434321616059457,0.33244445181196597,0.9402000308982265,526.6001178727056,5.0372584800854225,-1.5507873945823092
20,560,2805,0.5545936217613521,0.16455843610751592,0.6607622211495808,526.6865874257962,4.414156558140732,0.05601162127579107
21,570,2855,0.877899915995038,0.4182211580815301,1.1100102554377336,526.6163706955912,4.982275680806971,0.11475633232281401
