,lineout pixel,Time (ps),Te_species1,ne_species1,m_species1,amp1_general,amp2_general,lam_general
0,-610,2075,0.6319079191772653,0.20817813516064654,2.5256165879573813,0.9998889838102479,0.9999936265118962,523.0
1,-600,2125,0.6671227069797985,0.21719748798233107,2.5539297112427337,0.9998270241463534,0.9999890445694605,523.0
2,-590,2175,0.6229005697061611,0.20585738619385544,2.518394643970862,0.9998627892547833,1.0000084613320048,523.0
3,-580,2225,0.6128822975441771,0.20534785431786973,2.5152608310803988,0.9787302254547465,0.991589542670906,523.0
4,-570,2275,0.5947977213372321,0.20016817481310525,2.509967575367612,0.9376563718887058,0.971115702234333,523.0
5,-560,2325,0.5899335406696383,0.19521877254306555,2.5079183331071864,0.9495044236899228,0.9688947010737282,523.0
6,-550,2375,0.6417566101841548,0.21360948568392993,2.5446295750595236,0.9712147674141988,0.9808087373437591,523.0
7,-540,2425,0.6140062925555902,0.2092490045163179,2.5206164200955867,0.9726731156440284,0.9818168482203268,523.0
8,-530,2475,0.6018516032442921,0.20970748934933028,2.5103487768010013,0.9696856967879142,0.9799847397791508,523.0
9,-520,2525,0.6108319808114068,0.21188632722631107,2.514635349378043,0.9737106064691737,0.9838972473496933,523.0
10,-510,2575,0.6111425775746118,0.21545295113472004,2.516366856859726,0.9613951599935059,0.9797445011252311,523.0
11,-500,2625,0.6010614563497454,0.2174445121073367,2.508136991180797,0.951746679441587,0.9753314602889932,523.5451167437135
12,-490,2675,0.6153327187277371,0.20830139795356928,2.5136890240592358,0.9874042544256719,0.9945299084542265,523.0
13,-480,2725,0.6253076688560931,0.21025567166139048,2.5217718266881572,0.9880503676037632,0.994830155460059,523.0
14,-470,2775,0.6072507352121851,0.20638737556087328,2.5070176350266564,0.9868501964026674,0.9937373109420475,523.0
15,-460,2825,0.601959762819588,0.20618987737932026,2.503013337350723,0.9847672965261524,0.9930508663265364,525.0001897207424
16,-450,2875,0.6027287163230383,0.20638915474646685,2.5032829971595794,0.9844606530446517,0.9921779862521661,525.0862381329357
17,-440,2925,0.6003737004726586,0.2046527329959349,2.5013076445701814,0.9858245553742421,0.9932149971677838,526.2851894780407
18,-430,2975,0.6011416325557145,0.21784023000553943,2.5035175867054655,0.9524899975057274,0.9765321714900519,526.4808890182255
19,-420,3025,0.6013321065624382,0.21742077695574263,2.503410359711854,0.9562224371980416,0.9768451029363613,526.4869779963783
20,-410,3075,0.5996888496991767,0.21561547290703714,2.503306113244472,0.9563432252821513,0.9770622290686942,526.468225960938
21,-400,3125,0.598600643063138,0.21543053595905387,2.5035772889602517,0.954649536973547,0.9770454317017913,526.4699508490709
22,-390,3175,0.6008423456594499,0.21598650979473158,2.5030806693067373,0.9567094048930566,0.9791494213826171,526.4694828492843
23,-380,3225,0.6002282721187928,0.211258275979741,2.5025761803778304,0.9693506892549844,0.9810469152872564,526.4621597045777
24,-370,3275,0.59963517825654,0.207238433671791,2.501895370371789,0.9814195947044827,0.989164869203613,526.4731558181727
25,-360,3325,0.5971257826398084,0.20581824732939483,2.502273438206081,0.9803559711651448,0.9873268479055372,526.4829723938973
26,-350,3375,0.5954512314064025,0.20305869225456416,2.5018757344840683,0.9823398723996835,0.9876592009734099,526.4802459100697
27,-340,3425,0.5913791029977469,0.2023236885870698,2.5025608372465746,0.9729642505157107,0.9833796123898539,526.4872758827531
28,-330,3475,0.5914658367326382,0.2007751350912187,2.502184322302621,0.9751572468772118,0.9837652797861086,526.4908303838962
29,-320,3525,0.5881572777095114,0.20026869600385322,2.502707229105317,0.9637553174452365,0.9786871373262648,526.4702937608432
30,-310,3575,0.5863534846000142,0.19759290306597418,2.502340311556782,0.957021687265758,0.9748198451338815,526.485330343315
31,-300,3625,0.5846891818096873,0.19730467454194442,2.5024816753627017,0.9492210647054757,0.9731776944542702,526.4869715405595
32,-290,3675,0.5881064732988079,0.19754233365518217,2.502041303817858,0.9562060052444467,0.977636185626466,526.4900787199323
33,-280,3725,0.5871012756082212,0.19837562145097995,2.5024792469809523,0.9491143942417685,0.9744248891596149,526.4943962343049
34,-270,3775,0.5868534859697252,0.1992682419133613,2.5029638918241655,0.94323874512775,0.9738007210109477,526.5008476338658
35,-260,3825,0.5889727599516987,0.19903297660096692,2.502381009577581,0.950517328390398,0.9779224014599569,526.4912799602567
36,-250,3875,0.5879965205257718,0.19995584085263338,2.50316752939123,0.9456051788341757,0.9746727163382519,526.4877557710909
37,-240,3925,0.5896771893716442,0.20042255395072378,2.5031426094614115,0.9497212368089943,0.9773581550456938,526.4849597868423
38,-230,3975,0.5907707937561867,0.20066969702760465,2.502971677391371,0.9535632769649157,0.9802621211218353,526.4940827647656
39,-220,4025,0.5921908589535175,0.20068851566167295,2.502683036423019,0.9594768530293599,0.9822664480428764,526.4847037359285
40,-210,4075,0.5923962661250743,0.20128065068681036,2.5027748974224666,0.9598695734733224,0.9831807573407108,526.4932011547884
41,-200,4125,0.5959973346443779,0.20099931826003226,2.5016739984279304,0.9786097531077567,0.9907515710237801,526.4664606057014
