,initial_losses,losses,initial_reduced_losses,reduced_losses
0,4743155.540900908,4743155.540900908,4311959.582637189,4311959.582637189
1,3808453.4060141426,3808453.4060141426,3462230.3691037656,3462230.3691037656
2,578162.3977650522,578162.3977650522,525602.179786411,525602.179786411
3,5292.615414806069,5292.615414806069,4811.4685589146075,4811.4685589146075
4,4566.465925479389,4566.465925479389,4151.332659526716,4151.332659526716
5,5018.689854046157,5018.689854046157,4562.445321860142,4562.445321860142
6,65.20761722281593,65.20761722281593,59.27965202074175,59.27965202074175
7,21.790370977035675,21.790370977035675,19.809428160941522,19.809428160941522
8,21.411290524813317,21.411290524813317,19.464809568012104,19.464809568012104
9,21.129541861588777,21.129541861588777,19.20867441962616,19.20867441962616
