,lineout pixel,Radius (\mum),Te_electron,amp3_general,ud_general,Va_general,Ti_ion-1
0,227,-849.43584,0.15192285401283073,1.0737112301912808,-0.19507186304355528,1.458318514659089,0.0073546546168794915
1,235,-826.39584,0.12001685341077714,1.0138673769694637,39.775679072657944,1.638577935686886,0.056205210508212214
2,244,-800.47584,0.1395446461305153,1.2142772448433488,-1.094828661534926,1.211664349585316,0.034675532028487874
3,253,-774.55584,0.13343187702528184,1.0955706339075257,-1.200576516399817,1.2946531977757694,0.03334183043728116
4,262,-748.63584,0.14694602935280474,1.1555003860274458,-0.9318762753252692,1.5997896666424012,0.03793498016371181
5,270,-725.59584,0.15567781611722892,1.1645108365227232,-2.974842059144251,1.190800728125886,0.03649991211772063
6,279,-699.67584,0.15068419719012444,1.1807614567908815,-0.9903672974705025,1.3208642899618326,0.036723818677678606
7,288,-673.75584,0.1655943538680075,1.2514018812080427,-0.6215073215405589,1.4886451497676916,0.03943606717647092
8,296,-650.71584,0.1840362624274724,1.2276963457169348,-0.5803080674932026,1.441541048755937,0.04380699694770487
9,305,-624.79584,0.18975181555393672,1.212692572928881,-1.4052222393975455,1.586138143818367,0.0453009944500159
10,314,-598.87584,0.1896398347962574,1.2098219281248963,-1.5075097473969556,1.4274927693970412,0.045882253254731935
11,322,-575.83584,0.21213809544311857,1.267411500247739,-1.4080487940479962,1.7148367179602495,0.0509500806747975
12,331,-549.91584,0.20840483057511974,1.2144732998952832,-2.7087061938608485,1.3060909968575078,0.05118083235830123
13,340,-523.99584,0.21707059602684203,1.2553412547996956,-0.4221889747324248,1.6942102054762405,0.051242841803953894
14,348,-500.95583999999997,0.1882442237639536,1.1634574410219434,-2.4718158099991534,2.011482233814297,0.04286845443826256
15,357,-475.03584,0.17970938784525875,0.9146923734512614,-1.7450476032752036,2.411339316638175,0.04043208532357796
16,366,-449.11583999999993,0.1667188367028701,0.9541470090160101,40.0,2.846177053638259,0.08123103065051876
17,374,-426.07583999999997,0.19638867931171922,1.086943970203447,-2.2229223332291497,2.6152520886028814,0.04210517535369281
18,383,-400.1558399999999,0.1482836438940644,0.9093188988283454,39.99874154382165,2.753907371628646,0.07841733041848276
19,392,-374.23584000000005,0.26718916092565637,0.7441020724971497,-2.2996973147020405,0.7530842419196517,0.06986941193729179
20,400,-351.1958400000001,0.15453717399959205,0.9513270377891442,39.99981063667314,2.4687865327248932,0.07418280490614876
21,409,-325.27584,0.2617290362371831,0.9012586779126862,-1.8823436233484614,0.8080253003564906,0.06722557484953949
22,418,-299.35583999999994,0.2477726263536446,1.1584693695688641,-1.8589320504799787,0.5067746170105814,0.06414405708605483
23,426,-276.31584,0.26772578949567405,0.8777048033216536,-1.2378754692171476,0.7140400708077017,0.06641640790422736
24,435,-250.3958399999999,0.2833960191800669,0.8172184452766876,-0.8969277135073845,0.382278261825185,0.0703977324723721
25,444,-224.47584000000006,0.24829740541872614,0.8194347796125139,-0.8846789578517367,0.4461644469298349,0.06421759616428262
26,452,-201.4358400000001,0.260104768543972,0.7468815671033884,-1.2633023942981332,0.5637846653873062,0.06430396501531008
27,461,-175.51584000000003,0.24670046213073604,0.5894403626255686,39.90376088679996,0.440283366993242,0.09968796211450992
28,470,-149.59583999999995,0.23519273474854147,0.8209280260776542,39.90947584670034,0.29685552066491105,0.09401133582067167
29,479,-123.67584000000011,0.24244565256905162,0.6964452276629818,39.98792506375254,0.5065431719519982,0.08985692431714418
30,487,-100.63583999999992,0.28253808600711877,0.8156371246599328,-1.7902620647816576,0.3672051628649342,0.05426185760305568
31,496,-74.71584000000007,0.28094611650046725,0.995565979725492,-1.527802472735928,0.7021427808881207,0.055137121316314965
32,505,-48.79584,0.2769788365048643,0.728603360852934,0.1960690661717024,0.700286831392642,0.0556399158340503
33,513,-25.755840000000035,0.23553661342503676,0.7187271277907805,-0.7155557632897,0.4476731601775157,0.05478622187960588
34,522,0.16416000000003805,0.2552537209473882,0.7318907627679314,-1.089561764950048,0.016360374368707298,0.06132951076613569
35,531,26.084159999999883,0.23218570799697846,0.7597717336943748,-1.0684452348230167,0.33271402162925057,0.06098119577177941
36,539,49.124160000000074,0.2295591196545069,0.773526874931915,39.954763132765436,0.04598531331310163,0.09329032897047736
37,548,75.04415999999992,0.21958086010139133,0.6605050010127588,39.99493102189536,0.10656726633370184,0.0844265048522165
38,557,100.96415999999999,0.20383025907462562,0.624334413578856,39.886180244215886,0.16162336840159242,0.07755230730763099
39,565,124.00415999999996,0.2032477821039339,0.6534609948579699,39.9305162349885,-0.08713071437970576,0.07849090051551719
40,574,149.92416000000003,0.17991642571757208,0.6496101685961332,39.92331603450013,-0.28566434870634794,0.07227979469246068
41,583,175.84415999999987,0.16042291691230598,0.5572933526682079,39.981188031606,-0.4272658973174721,0.06531131448881591
42,591,198.88416000000007,0.09387772541721645,0.7928824799477889,39.96691687684634,-2.345830020407429,0.02603904296059631
43,600,224.8041599999999,0.09843374180493707,0.7727875766329477,39.98883044619689,-1.9398778075343692,0.0034272325488473405
44,609,250.72415999999998,0.0943279517617656,0.8452946738658053,39.79764356987431,-2.2832461282530865,0.030033152390237145
45,617,273.76415999999995,0.08866620128368936,0.836484096067588,39.688452331617405,-2.1379438521276937,0.02703043039063422
46,626,299.68416,0.08752604637341002,0.7686181179984435,39.953372944617435,-1.9597315363865704,0.024480271492352892
47,635,325.60415999999987,0.09484637660953363,0.8446678229720259,39.90990328593509,-2.122051348216072,0.0300944529693591
48,643,348.64416000000006,0.08617053560023125,0.9098706019266257,37.84034923535227,-1.494445437785533,0.020397112647699788
49,652,374.5641599999999,0.08343191286248552,0.995158827128853,37.277777909918385,-1.4271464233940687,0.024354822073014096
50,661,400.48416,0.08487875370932028,0.9260831711535737,39.78676142186474,-1.3669046834300822,0.027751121297529498
51,670,426.40416000000005,0.08413102062726789,0.9526814192412263,39.5377325460566,-1.215957015250261,0.030513389358382974
52,678,449.44416,0.07388801061727607,1.0886191854064402,33.55501244389543,-1.4141011012636735,0.025787231178739784
53,687,475.36415999999986,0.016687311503373634,0.3554295592155512,26.640358154167807,7.749684642135939,0.06598207313555315
54,696,501.28415999999993,0.15720704099133198,0.9331465876628195,-4.025790916825754,0.49910563434049493,0.05009217525490156
55,704,524.3241599999999,0.15878295499164466,0.8804801343493737,-4.490439945890671,1.4838707716961217,0.05155111857472335
56,713,550.2441599999997,0.13706168107879016,0.9992629790825902,-0.9950035775193378,1.1144049603394262,0.05129404235782701
