,lineout pixel,Radius (\mum),Te_electron,ne_electron,amp1_general,amp2_general
0,388,-798.3000903509999,0.16053199278977254,0.06815731201679914,0.28152175775642535,1.0592716894917225
1,392,-777.7800903509999,1.999998928399933,0.0402165638491469,0.14361175594181957,0.25276720377440165
2,395,-762.3900903509998,1.9999999999999754,0.04000411673247224,0.12824647782669196,0.3399104690548918
3,399,-741.8700903509998,0.16374451118307753,0.08325637736543037,0.26209304652481097,1.0612924918149895
4,403,-721.3500903509998,0.18049469127341547,0.07975583243898865,0.1304169490443924,0.9816057838129992
5,407,-700.8300903509999,0.17192105105230235,0.08818732179642828,0.12444528402795511,1.2122038642477868
6,411,-680.3100903509999,0.17882628197247277,0.08951645679481722,0.17034744370668709,1.2157847974576736
7,415,-659.7900903509999,0.18750169661877245,0.09276587243888709,0.12816360856225145,1.095234050269696
8,419,-639.2700903509999,0.17229865648946582,0.10127390482853463,0.13160849084739767,1.2645974936563795
9,423,-618.7500903509999,0.19656868214338655,0.09847254867552475,0.0839805936454609,1.2338980993304225
