,lineout pixel,Radius (\mum),Te_electron,lam_general,amp3_general,ud_general,Ti_ion-1
0,185,-970.39584,0.4620337442402048,526.575862255483,0.6436366956407537,-0.7293485627255762,0.11514770601467798
1,254,-771.67584,0.3862533549315225,527.1642896100508,0.7707889147126287,-0.3839562316245235,0.10472092582798337
2,322,-575.83584,1.6007875481492995,527.0642854078918,2.639588302589114,-16.61816451274811,0.2808438770180893
3,390,-379.99584000000004,1.9998585317341468,527.1208632062227,3.749504781759494,-17.60008475409515,0.5786284174130073
4,459,-181.27584000000002,0.7963751693423659,526.7932396296039,2.7288379316188554,-10.240661314013032,0.15337208930094293
5,527,14.564159999999902,0.48192625364897296,526.7262343227343,3.3973422295122857,-9.647525033588224,0.15190046431631704
