,lineout pixel,Radius (\mum),Te_electron,ne_electron,amp1_general,amp2_general
0,334,-957.6017100000001,0.13959037486286738,0.30651741056004833,0.35564592148860935,0.7126194542565724
1,351,-863.5021200000001,0.3165870379650694,0.04868183701436188,0.3271215583264039,0.5954308246052407
2,369,-763.86726,0.07878863663704923,0.059850904002946875,0.6691883966438953,0.0889891390750175
3,387,-664.2323999999999,0.1717541705936961,0.06476382524703833,0.5839453016794435,0.12238182551798117
4,404,-570.1328100000001,0.16710426281697746,0.0834403701500674,0.5681546123399793,0.01003944849355923
5,422,-470.49794999999995,0.35441091046406586,0.16951754069587388,0.20518407217359608,0.6664290937215948
6,440,-370.8630900000003,0.29943525664514414,0.2114881374158251,0.18835248622223677,0.9085906538206397
7,457,-276.7635,0.25030979178529167,0.23828169059558332,0.07753830458017323,0.9956208907261676
8,475,-177.1286399999999,0.29713177412714026,0.23090399689650576,0.13392522734029055,0.9534748542787546
9,493,-77.49378000000024,0.3003746038583187,0.23417727931958984,0.14233690274261027,0.9302479405773738
10,511,22.141079999999874,0.2957825424114742,0.23232487239681596,0.13275149187239785,0.8892277708723152
11,528,116.24066999999968,0.28010865632376797,0.24008015084403375,0.12458428291735532,0.7645875719965229
12,546,215.8755299999998,0.1637630312580273,0.2701585778936631,0.14494650471384599,0.8283613206703716
13,564,315.5103899999999,0.3088124424346079,0.2227691929862881,0.13216070578201325,0.9148035317073676
14,581,409.6099799999997,1.7936831684842796,0.2334062924170899,0.16275677083436635,0.21084454813942466
15,599,509.24483999999984,0.1649023602209703,0.26244100667179504,0.07593418155767492,0.9198734520937226
16,617,608.8797,0.16576466675410206,0.2437862290962236,0.10272369941834157,0.6704019115741938
17,635,708.5145599999996,0.3122318888628373,0.16787938488775742,0.15995330483456063,0.8620218172026445
18,652,802.6141499999999,0.09140915761592752,0.18018508870159258,3.7389038668939074,0.10238055123890703
19,670,902.24901,0.02031372716498083,0.054038647700438924,0.05452476999103241,0.29078285106588775
