,lineout pixel,Time (ps),Te_species1,Ti_species2,amp3_general,lam_general,ud_general,Va_general
0,360,1805,0.7085196034354808,0.16082160197084341,0.7431198733479051,526.9557913738723,5.006517952749004,-3.4121057045351444
1,365,1830,0.6583903129884391,0.14735859788370745,0.659539059014016,526.6717427711217,5.004552945723455,-0.3968258065448238
2,370,1855,0.7061227538571697,0.15966706235726819,0.9343103061345156,526.9684603948295,5.00662304046026,-3.5225263792022954
3,375,1880,0.5970553167936477,0.12902968930549355,0.8517339921398813,526.6502491363401,5.014709817212843,-0.17153931700699343
4,380,1905,0.7138623727987691,0.15967070317628532,0.8952075132089583,526.9964962129147,5.005694432026178,-3.153834710017426
5,385,1930,0.6009580541774626,0.1349925558581861,1.1680441867134537,526.627062456791,5.017755002477204,-0.14939119518546762
6,390,1955,0.6820531421364824,0.17385909991466036,1.0356835248557583,527.0,4.99358438677866,-3.2214617495700093
7,395,1980,0.5606253019981111,0.28149752104852976,1.1628858172190013,526.6128135374964,5.04599608212172,-1.03079452756199
8,400,2005,0.6640460518138447,0.16703827392404974,0.929619455254932,526.9923451735702,4.9949455535213065,-4.0738267903538885
9,405,2030,0.6510724880539167,0.31133423081819106,1.1190150466002091,526.6113496683458,5.054951727234769,-1.6346623090881063
10,410,2055,0.6547591944455624,0.163809292493343,1.0093747716527872,526.9987692107652,4.9953463249978896,-4.541788412274091
11,415,2080,0.578133216538658,0.4102543538173254,1.0930175075169104,526.6272940755581,5.101403765608509,-0.7563696309704049
12,420,2105,0.6547590926697727,0.1638092526298491,1.0093734178821483,526.9987692690491,4.995346333700342,-4.541793149204938
13,425,2130,0.5781465391303304,0.4102670348560777,1.0930170811880187,526.627280523931,5.101388942840169,-0.7561375477073018
14,430,2155,0.6353228525530733,0.1563055396372962,0.43763289943048866,526.9939725834844,4.996994624109812,-5.4560838328452785
15,435,2180,0.5723571496650005,0.4087214338474106,1.0918099393016878,526.6341815129604,5.0994605426090605,-0.35207844951534173
16,440,2205,0.6379718351892036,0.15759672389484786,1.1695636390574147,526.9999999923166,4.996617097560847,-5.326608605093769
17,445,2230,0.5748466452320974,0.4124191339782065,1.1673930590930115,526.6407373646474,5.095733963288646,-0.3952787692808468
18,450,2255,0.6319550047379826,0.15514173345267923,1.1729160335038216,526.9947947490045,4.996990038277831,-5.6085714522014385
19,455,2280,0.5753206026498049,0.4116449444867294,0.8885043679421281,526.6409855029814,5.045136808082489,-0.38181097046048773
20,460,2305,0.624074930068575,0.15188855780198846,1.1423124032517236,526.9962997346123,4.9975351926735705,-5.963569914809587
21,465,2330,0.5751241879580679,0.4119343100948915,0.9561559741149094,526.6409509193111,5.005656206930058,-0.38374776129748267
22,470,2355,0.6265695473820293,0.15261562886850824,0.5740713087576316,526.9942439107158,4.997379103021428,-5.862836352769801
23,475,2380,0.5826844788227232,0.4167567686858825,1.1691150050841732,526.6066093415268,5.015846795280083,-0.07868194078853308
24,480,2405,0.6148847152562357,0.14843703423196775,0.4718771718063947,526.9906704095499,4.998307974963316,-6.377881130684278
25,485,2430,0.5827711061520855,0.41653100399195164,1.1552333139072342,526.6061212903404,5.02435691113488,-0.10468890405587739
26,490,2455,0.6148850052371607,0.14843716268338192,0.47192489404990356,526.9906686785517,4.99830793894374,-6.37786977167732
27,495,2480,0.5830439534262982,0.41615487566783205,1.1552239612984847,526.6061211772899,5.024361765812076,-0.10470735684238286
28,500,2505,0.6073628260578839,0.1451362828387601,1.2005263466059373,526.9905238923925,4.9987081868195515,-6.707716959335366
29,505,2530,0.5761869900181004,0.4344806792797709,1.1697564722924458,526.6614192930098,5.025477982736522,-0.8778617660652832
30,510,2555,0.6073635141515197,0.14513652025186402,1.2005262150028098,526.9905197128015,4.998708130122522,-6.707688184619338
31,515,2580,0.5761810606067346,0.43447873257010167,1.1697569578686648,526.6613832079385,5.0254776602131805,-0.8776236003630444
32,520,2605,0.6086965578616713,0.14572404748764933,1.2073421977097114,526.985856163122,4.998383118510972,-6.680064373612243
33,525,2630,0.5766101125968001,0.437307552152632,1.2102295747884553,526.6610916623276,5.0245743047412645,-0.8791504086046642
34,530,2655,0.6096851451187018,0.14609199892037653,1.207094105164174,526.9798391205679,4.998301795009123,-6.637440546788637
35,535,2680,0.5771727293431776,0.4375590886484275,1.2101607649251915,526.661042457795,5.024562780133537,-0.8768997457379624
36,540,2705,0.6089296947789214,0.14571756772797773,1.2058120508210792,526.9849427158234,4.99833809826669,-6.6775390299069395
37,545,2730,0.5749824059245625,0.43657793358682645,1.2064845489982474,526.6620724409935,5.02448652995594,-0.8368956382612269
38,550,2755,0.6082999294501167,0.14801464440622664,1.182370426644624,526.9842568705291,4.998109254864424,-6.704166436097129
39,555,2780,0.5749649444380954,0.43595064614488677,1.1718788906163828,526.6612444049858,5.024355344564714,-0.8842469039239542
40,560,2805,0.615344002609207,0.1532375249323215,1.1647597777061596,526.9781122974559,4.997351424457353,-6.6789544341297145
41,565,2830,0.577405222919597,0.42616367166708213,0.9712223950154513,526.6493587990104,5.019544668763986,-0.5428094855256116
42,570,2855,0.6179157051351541,0.1541876886089851,1.2153701836691213,526.9570219463221,4.996830976909847,-6.536236639966045
43,575,2880,0.5785038613479455,0.4257300192134566,1.1400368411277082,526.6472362640758,5.00473278488085,-0.6627625817477301
