,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Te_electron,Ti_ion-1,Z_ion-1
0,242,-823.33338624,1.1695656636097072,19.174994463333768,8.504956658994665,0.19042997357648833,0.09999362143290899,2.6578753621962825
1,250,-800.2933862399999,1.0017574307027024,19.848901214024522,8.722367871806302,0.11057119383508825,0.09999361828685412,4.247598273341789
2,259,-774.37338624,1.1071074634808549,19.848742128058106,8.775551995191094,0.11057355044499137,0.09999361894893427,4.616530165051459
3,268,-748.4533862399999,1.1921388038346528,19.848307840754664,8.178565993991072,0.11057466039102876,0.09999362122096452,4.664252278164052
4,276,-725.4133862399999,1.0628702553440426,-3.925299975305343,8.697879548252793,0.11678102531906165,0.09999465483873721,5.031129123281397
5,285,-699.49338624,1.2192492559561594,4.96599372087482,8.536983410084954,0.11692248235533899,0.09999465741883211,5.0967164015648985
6,294,-673.5733862399999,1.267640282775902,-5.310920276478242,8.74159998231264,0.11806356890425485,0.09999466272335052,5.8619951417302945
7,302,-650.5333862399999,1.2255698647979685,2.60787370406533,8.498943506540392,0.11925156751406821,0.09999466520289138,6.08145273809906
8,311,-624.61338624,1.150921674571911,16.05733233648546,8.976922194692541,0.4,0.09999985757305528,1.9915513466090498
9,320,-598.6933862399999,1.2728667475160838,-1.7102191335161478,8.933794208318982,0.4,0.09999985759894177,2.2000208231319553
10,329,-572.7733862399999,1.2711710445075477,5.797212117536056,8.516487592809643,0.4,0.09999985760362815,2.2197916639628303
11,337,-549.73338624,1.3116785344576332,2.7077984341630987,8.479453346254356,0.4,0.09999985761585471,2.2906814268171205
12,346,-523.8133862399999,0.9455432122556509,19.999948313658656,9.999986914521202,0.4,0.0999998576990831,1.4172699121640187
13,355,-497.8933862399999,0.7422821612060001,19.9999483138455,9.999986915149435,0.4,0.09999985769865508,1.2532374647118176
14,363,-474.85338623999996,0.7374378615686225,19.99994831397928,9.999986915449131,0.4,0.09999985769829195,1.2776868051928627
