,lineout pixel,Radius (\mum),Te_electron,amp3_general,ud_general,Va_general,Ti_ion-1
0,227,-849.43584,0.17492031644083078,2.63973018221832,39.99886231731144,9.999999837497949,0.14245494618632493
1,244,-800.47584,0.01000043725353655,0.3319003130173304,39.99999995876301,-0.7511683654188435,0.4659527142170704
2,262,-748.63584,0.08693327592977151,0.4601001580445917,27.571137745359245,1.6874727836975794,0.14673279361363897
3,279,-699.67584,0.09716459967419423,0.56816253156628,20.580403366270353,1.4567358799182184,0.14304795704556583
4,296,-650.71584,0.1191606566537905,0.6447401668008057,15.958291083508733,1.5219710533576887,0.1523410962161503
5,314,-598.87584,0.11980997956196118,0.7009999567266221,37.49447958587336,1.5584038291825983,0.20037054851904612
6,331,-549.91584,0.19799335119804182,1.201022044964415,-19.99996644661588,1.3138142395576686,0.06426396264177896
7,348,-500.95583999999997,0.10700513986535871,0.8563322774029939,39.999999964497135,2.218725766195071,0.2219236862883078
8,366,-449.11583999999993,0.01000000041073247,0.818052564378068,39.98813882071903,-2.749376841686005,0.10862068287043175
9,383,-400.1558399999999,0.02964283502064178,0.7118091564442468,39.99926618273906,-7.295207934751772,0.010000000225929673
10,400,-351.1958400000001,0.09438959690544128,0.9733271091001862,39.99987651476331,2.889208430183867,0.16166671825348206
11,418,-299.35583999999994,0.07066514914427095,0.8473458289752653,39.9998298218433,-3.94780149084505,0.021722424030041567
12,435,-250.3958399999999,0.024050165983192026,0.07899365093715896,39.99999999996204,-9.999997216326921,0.0100006859498956
13,452,-201.4358400000001,0.09026001420913016,0.6776165932970933,40.0,-4.101615353973148,0.010000000000000184
14,470,-149.59583999999995,1.2492722204709927,0.010000000000004648,39.99999980460643,-9.097341605785095,0.010000596091016908
15,487,-100.63583999999992,0.010808706249120779,0.010000000000000023,39.9999997575823,-8.936359007235383,0.010625584659526378
