,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron,m_electron
0,388,-798.3000903509999,0.20500565470843712,0.5086288457141265,0.0276747838517786,0.18671347762265147,3.2373324189496175
1,392,-777.7800903509999,0.1053460150778187,0.38257471055161385,0.019578145864703453,0.10581309875427333,3.225568482716356
2,395,-762.3900903509998,0.9303658202997308,0.7887820460419952,0.33120597763948245,0.14725231768146468,2.970965057879483
3,399,-741.8700903509998,0.5599692268443962,0.817615746406334,0.07364309332987327,0.09663864478180186,3.077834191812652
4,403,-721.3500903509998,0.020191048914569416,0.13108013797500184,0.04180095239958255,1.0636873508329583,3.3192296255113884
5,407,-700.8300903509999,0.010531438881729567,0.05296163565625891,0.010040915454929973,0.030464240289413306,3.469262560719084
6,411,-680.3100903509999,0.03445235494615358,0.30828319399408494,0.010347836726535818,0.031548661061834404,3.324810008253655
7,415,-659.7900903509999,0.053515408681897726,0.46707146946019334,0.022372070658592667,0.2368651708089156,3.2287909383939164
8,419,-639.2700903509999,0.0868622043466037,1.2406869678988648,0.1797764571786937,0.07958123889242277,2.0039814612693907
9,423,-618.7500903509999,0.13663528624213372,1.2430983789553725,0.16866358412243415,0.08511499110155131,2.0000001721966485
