,initial_losses,losses,initial_reduced_losses,reduced_losses
0,192945.50769255945,192945.50769255945,672.0498352231258,672.0498352231258
1,130768.63499107055,130768.63499107055,455.4811389448643,455.4811389448643
2,44949.78666522775,44949.78666522775,156.56491349783263,156.56491349783263
3,31388.045669050414,31388.045669050414,109.32791943242916,109.32791943242916
4,52943.99682099299,52943.99682099299,184.40960230230925,184.40960230230925
5,50446.069767408815,50446.069767408815,175.7090552678816,175.7090552678816
6,90758.03141652161,90758.03141652161,316.11992830554374,316.11992830554374
7,82969.05632501868,82969.05632501868,288.9900951759619,288.9900951759619
8,55010.63349680947,55010.63349680947,191.60791883249553,191.60791883249553
9,611617.6790687988,611617.6790687988,2130.3297773207896,2130.3297773207896
10,114063.73643136295,114063.73643136295,397.2961909835003,397.2961909835003
11,72679.85494015084,72679.85494015084,253.15170651393532,253.15170651393532
12,171339.63069086443,171339.63069086443,596.7942552799178,596.7942552799178
13,131362.20540604094,131362.20540604094,457.54860817151143,457.54860817151143
14,72207.08369523368,72207.08369523368,251.5049937138059,251.5049937138059
15,149251.0287893254,149251.0287893254,519.8572928921121,519.8572928921121
16,79322.5861615153,79322.5861615153,276.28904967438274,276.28904967438274
17,71163.5803351133,71163.5803351133,247.87035992724938,247.87035992724938
18,85999.48017276029,85999.48017276029,299.54538548505843,299.54538548505843
19,37105.856100616,37105.856100616,129.24366457894808,129.24366457894808
20,37634.278785231334,37634.278785231334,131.08421729443165,131.08421729443165
21,32921.85338545065,32921.85338545065,114.67033572083125,114.67033572083125
22,19378.94431545984,19378.94431545984,67.49893526805936,67.49893526805936
23,10356.53523906525,10356.53523906525,36.072919676298326,36.072919676298326
