,lineout pixel,Time (ps),Te_species1,Ti_species2,amp3_general,ud_general,Va_general
0,340,1705,0.9480155379299595,0.032364369673885215,0.6995234347724836,5.013588912858975,-5.629875528691362
1,350,1755,0.9004556714351778,0.01,0.6656257425508354,5.004027740607587,1.288470102702786
2,360,1805,0.7730712329159126,0.1755412677828108,0.987989621274555,5.01480103600181,-2.0772598462294973
3,370,1855,0.8385594087172639,0.19411576842843817,1.1467522312557779,5.0047922806097755,-1.5110973779899421
4,380,1905,0.9713730767918042,0.36081782595652206,1.1447388826211051,5.0031348008422505,-2.002427408374343
5,390,1955,0.9179735000240675,0.27752471872947143,1.2441367818687483,4.998738833445335,-0.8628763905870844
6,400,2005,1.2,0.5779972341778008,0.9451045758309663,5.022288178894083,-1.876618520907809
7,410,2055,1.2,0.3657793414217336,0.8527751729367965,4.990407722844907,-2.4186441758301456
8,420,2105,0.7708565977321908,0.2399004861690355,1.1817459272092585,5.0226815784712775,0.3977564731826957
9,430,2155,1.2,0.060980338129029164,1.0025807274207614,5.08669172587693,1.832467865012183
10,440,2205,0.9785675297237572,0.07573645708927175,0.7322963899734383,5.065149170295406,3.4831139138254543
11,450,2255,0.6486482934567559,0.2715867128342372,0.8344096925134462,5.0383030759268665,4.406434808473695
12,460,2305,0.7321467929384414,0.02429869365507047,0.2281748156727781,5.001671061251784,-20.435711721021743
13,470,2355,0.7674286257747703,0.10203961384749646,0.8465565931114833,5.000026462867336,5.086902705668599
14,480,2405,0.7658579251390211,0.01,0.5584980374854179,4.98974520385427,20.29475877075813
15,490,2455,0.746204378720207,0.011638026535593038,0.5796633710195853,5.000340143258269,5.352511141124704
16,500,2505,0.7875833106707703,0.10998834369765542,0.6744656399055988,5.001493133804438,4.393271379379483
17,510,2555,0.8325332287231946,0.1977720116761099,0.6372050543813765,4.99990165082086,3.3384621133715315
18,520,2605,0.7743629087496658,0.16815422324676524,0.21223899548503758,4.995422069548718,1.1110517627106904
19,530,2655,0.8203371027747032,0.23740069675433914,0.7034772473759101,5.006257632378006,0.5717486334031211
20,540,2705,0.5778887915693364,0.01,0.8520831003189319,4.986070515841769,20.5
21,550,2755,0.6935961837076137,0.01,0.6751635533912413,4.986703714101612,20.5
22,560,2805,0.5774388531937067,0.01,0.789689356535649,4.979100738149347,20.5
23,570,2855,0.6567273777457217,0.21652666604259274,1.1182330133121823,4.990489327623524,-5.913925193834441
