,lineout pixel,Radius (\mum),amp1_general,amp2_general,amp3_general,ud_general,Va_general,Te_electron,ne_electron,m_electron,Ti_ion-1,Z_ion-1
0,226,-869.4133862399999,0.6668327003092686,0.7943583965497617,0.7633574831142164,0.23018680450454357,8.785737917711337,0.14067323229272433,0.06441321293822402,2.0204230171627806,0.1343872293852619,2.914191256437662
1,236,-840.61338624,0.6463257753029208,0.8714271274347228,0.8300918237463945,0.6369146217472593,8.88054477552916,0.1624043363372785,0.061009844616138,2.0052408079438893,0.08717094545361764,3.445450018732844
2,247,-808.9333862399999,0.650427178083515,0.9694384432081843,0.8323637119170532,1.6801188870613222,8.566262013993793,0.15985881011445097,0.0690182232832655,2.0030381535631445,0.09948120843718379,3.459167577299684
3,257,-780.1333862399999,0.7432715260286629,0.9866259948408214,0.9870228410756259,11.833156082316505,8.507632511461127,0.15780107251274028,0.0761666277564686,2.000380452571904,0.09870370059915638,3.514399049125287
4,267,-751.33338624,0.7079279381479507,0.7517184297394653,0.7971308367261322,0.03650759795001441,8.40802355885568,0.15069442222041216,0.08444713472140229,2.0008699057356307,0.12892574457863465,3.7069853370538763
5,278,-719.6533862399999,0.7294223526559275,0.7876140253562358,0.894821029515245,0.14112240256364633,8.65648665274445,0.17747094301456617,0.0891994323191633,2.0005715509372513,0.1099238396563101,3.3135984885070133
6,288,-690.85338624,0.7327928290283681,0.7960337615372357,0.9314046907694912,0.16021518302645343,8.759865311990026,0.1854676106541246,0.09753129311612718,2.0103313090045227,0.13551004079201542,3.2494351865437623
7,299,-659.1733862399999,0.734828886170724,0.6996360881095655,1.042350002074793,18.27914696216785,8.663267351147129,0.20109932755916937,0.10124314612572533,2.0044505820463296,0.14035893930369026,3.499883060303867
8,309,-630.37338624,0.6743493405221392,0.7080049154814004,1.012493846111211,24.999830490859438,9.170279055396204,0.20655606646876473,0.10775084499404411,2.0016401939342114,0.12356543835628284,3.633324697653079
9,320,-598.6933862399999,0.644853958292705,0.7893971804040353,0.9516205569523281,8.008806950119537,9.033362582480073,0.23210304120628272,0.1143691707124228,2.0003652994630494,0.16736615298543214,3.2771919318937455
