,lineout pixel,Radius (\mum),Te_electron,Ti_ion-1,lam_general,amp3_general,ud_general
0,736,599.3865820800002,0.08219283819189728,0.10227533549651645,525.6000000048805,0.01,39.98166645272731
1,788,749.1465820799999,0.19190413199923426,0.10723301014173454,525.6030242541501,0.023988918618534374,33.638793538801714
2,840,898.9065820800001,0.22027635519566033,0.10723301014173454,525.6139685585305,0.19323219197694178,39.80162345706842
3,892,1048.66658208,0.12324897672789484,0.10723301014173454,527.494585800732,0.2993178108091264,1.6162437180539762
4,945,1201.3065820800002,0.7466232524727004,0.10723301014173495,527.5,0.16607326592619348,39.963530328914395
5,997,1351.06658208,0.46537842664941426,0.10723301014173563,527.4999999953658,0.13400012006471032,39.62397480964277
