,initial_losses,losses,initial_reduced_losses,reduced_losses
0,3.7461358779937264,3.7461358779937264,3.4055780709033874,3.4055780709033874
1,1.6243984381382865,1.6243984381382865,1.4767258528529876,1.4767258528529876
2,3.8153160394718695,3.8153160394718695,3.468469126792608,3.468469126792608
3,1.58097220167206,1.58097220167206,1.4372474560655089,1.4372474560655089
4,2.7240571700041016,2.7240571700041016,2.4764156090946376,2.4764156090946376
5,7.85879871055338,7.85879871055338,7.144362464139435,7.144362464139435
6,13.61607610948583,13.61607610948583,12.378251008623481,12.378251008623481
7,13.865242311360355,13.865242311360355,12.60476573760032,12.60476573760032
8,4.860904602721279,4.860904602721279,4.4190041842920715,4.4190041842920715
9,14.461593171553162,14.461593171553162,13.146902883230146,13.146902883230146
10,6.742199535379122,6.742199535379122,6.12927230489011,6.12927230489011
11,4.680606469226857,4.680606469226857,4.255096790206234,4.255096790206234
12,18.860679672791832,18.860679672791832,17.146072429810754,17.146072429810754
13,16.58070577125631,16.58070577125631,15.07336888296028,15.07336888296028
14,7.625826088212393,7.625826088212393,6.932569171102175,6.932569171102175
15,14.097703117750523,14.097703117750523,12.816093743409565,12.816093743409565
16,5.313831534852218,5.313831534852218,4.830755940774743,4.830755940774743
17,8.413948596735814,8.413948596735814,7.6490441788507395,7.6490441788507395
18,1.3394349465853477,1.3394349465853477,1.2176681332594068,1.2176681332594068
19,2.6917603909892778,2.6917603909892778,2.447054900899343,2.447054900899343
20,1.9837294283924738,1.9837294283924738,1.8033903894477032,1.8033903894477032
21,3.5476217940190193,3.5476217940190193,3.2251107218354718,3.2251107218354718
22,2.328691314633414,2.328691314633414,2.1169921042121946,2.1169921042121946
23,2.1337298203322117,2.1337298203322117,1.9397543821201924,1.9397543821201924
24,2.748241792944353,2.748241792944353,2.4984016299494116,2.4984016299494116
25,1.342638797424744,1.342638797424744,1.2205807249315854,1.2205807249315854
26,3.3111895553337707,3.3111895553337707,3.0101723230307003,3.0101723230307003
27,6.44771007630556,6.44771007630556,5.861554614823236,5.861554614823236
28,6.565747175397924,6.565747175397924,5.968861068543567,5.968861068543567
29,4.944794475759801,4.944794475759801,4.4952677052361825,4.4952677052361825
