,lineout pixel,Radius (\mum),amp1_general,amp2_general,amp3_general,ud_general,Va_general,Te_electron,ne_electron,Ti_ion-1,Z_ion-1
0,221,-848.2009043519998,0.3503031058589818,0.6745975984777562,0.6083005667989411,-4.719264677713056,-0.330695138058573,0.06657477188980641,0.21932085717804994,0.07215378170338942,4.659277033697297
1,229,-825.1609043519999,0.4121295882663145,0.6479284984704431,0.585394576899518,-6.146124532874175,-1.2499168383517638,0.11988295052529133,0.37966421573595077,0.11686035119910619,4.257571679523606
2,238,-799.2409043519999,0.4529724875635446,0.5341742445768823,0.36783426404530706,-5.986396718349937,-4.791602587219654,0.14916963276684975,0.46250773356695785,0.0955351637504068,5.512553953392465
3,247,-773.3209043519998,0.32126384155936577,0.43318006813902843,0.39825951418962136,4.1988824586504165,-2.5678285273302794,0.1555171871712427,0.0769335624062796,0.038252892642218615,7.9632067780539275
4,255,-750.2809043519999,0.37848320015617565,0.32934753183207904,0.18838924246017666,-3.60938212108109,3.9569795955454303,0.9424314453285705,0.057604999174897364,0.011098669341040158,11.461663541759219
5,264,-724.3609043519999,0.42154493677551536,0.8264853678325298,0.34448577665052055,4.369501622539591,8.642078839759353,0.22885775766502559,0.05293488998254149,0.12123298564901491,5.642155124929133
