,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron
0,368,-900.9000903509998,0.9156305462042956,0.05592024493130989,0.2696027524145925,0.14299129830086907
1,369,-895.7700903509999,0.9946999955424773,0.1366258278106807,0.2642849031154048,0.14582954571286072
2,370,-890.6400903509998,0.8859313412317584,0.12650563116078695,0.25923059362368034,0.14454451790319098
3,371,-885.5100903509999,0.8425977765557764,0.14634904580617777,0.25935660673955035,0.14104862458687653
4,372,-880.3800903509998,0.8680014357095132,0.1481921758701351,0.2505690877639051,0.14209362449173424
5,373,-875.2500903509999,0.8525196446639315,0.10250718064361312,0.24531087021784695,0.14561321678562184
6,374,-870.1200903509998,0.8121569635006813,0.05993382009751458,0.2395116258078021,0.15015620143587072
7,375,-864.9900903509999,0.7839473438000721,0.04564992768083677,0.24255198179567805,0.1516840782078743
8,376,-859.8600903509998,0.8071462837156156,0.09997257668835914,0.25920373883971676,0.15122210453890428
9,377,-854.730090351,0.8942528625674857,0.13716981388007915,0.26309813948199035,0.15291904475688978
