,lineout pixel,Radius (\mum),Te_electron,ne_electron,amp1_general,amp2_general
0,378,-849.5792999999999,0.2580413438210999,0.0476053307271434,0.2684274893830019,0.7012559507066478
1,388,-798.2792999999999,0.16497086274290168,0.06705418099424876,0.24945004167818416,1.0637249811349343
2,397,-752.1092999999998,0.16643631394949226,0.07987142619024387,0.19382819141407315,1.1273933523876798
3,407,-700.8092999999999,0.17419686215710853,0.0875551859336783,0.11039691759901797,1.213914077265484
4,417,-649.5092999999997,0.17140669529724448,0.10161358201981614,0.14173043367057775,1.1936565186604087
5,427,-598.2093,0.190306073546435,0.10441419584945907,0.08061826026633943,1.2826020945688357
6,436,-552.0392999999999,0.18008598074689655,0.11529926522330627,0.011185483108710344,1.2444781144956607
7,446,-500.73929999999973,0.1814949525464516,0.11478442001425093,0.03841961647257716,1.2427400434893956
8,456,-449.4393,0.1852187063249372,0.12024625599142119,0.011186041157948716,1.2189371811068803
9,466,-398.1392999999998,0.18321118588760393,0.12817103332324767,0.038404772673450945,1.2321964956727889
10,475,-351.96929999999975,0.1969955089707867,0.12423529641283906,0.011271397574220904,1.245240185974519
11,485,-300.6693,0.19446837669168637,0.125381325059137,0.06241016144747643,1.2479664251263163
