,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron,m_electron
0,362,-802.6141500000001,0.26527971296747416,0.9119051668400519,0.4008062072496564,0.03000000000163681,4.998421886084357
1,366,-780.47307,0.3535241220999221,0.7687505580084242,0.2963828827651245,0.042421903148629286,2.0000000000639386
2,370,-758.3319900000001,0.290449717838218,0.8904760454338898,0.3298606801895497,0.06565435244538916,4.999914576556792
3,373,-741.7261800000001,0.2762063986066732,0.8338350696723996,0.32289798307879186,0.0690764654807283,4.999999982148809
4,377,-719.5851000000002,0.2687431025146835,1.074952295444877,0.3203284583745784,0.08850812579618536,4.999999999870023
5,381,-697.4440199999999,0.2552647535231137,0.7862074301424942,0.3578206434219468,0.08170378041416573,4.999956349488647
6,384,-680.8382099999999,0.33137815382778446,0.9205940504585282,0.3889542351461972,0.07956644353869723,4.999999797221786
7,388,-658.69713,0.30703654845292966,0.4229999473168303,0.44345798137758224,0.05712528487634733,2.000113064907135
8,391,-642.09132,0.26733535446292916,1.0662462122772105,0.3173398635517928,0.1039319891373979,5.0
9,395,-619.9502400000001,0.27036874927605986,0.6986891659497734,0.3834783296053509,0.09037891154952166,4.89823416444384
