,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Te_electron,Ti_ion-1,Z_ion-1
0,268,-748.4533862399999,1.0232010595777192,19.988382195998895,8.51155145539973,0.07778421017972677,0.13176791966927304,6.999999868049082
1,273,-734.0533862399999,1.0399655811753956,19.210226445650974,8.834947756555525,0.31102035480607504,0.11515489044210711,2.4230328313546785
2,278,-719.6533862399999,1.0047436691018252,16.11621889544155,8.815788325526704,0.39908564581363637,0.11027086930619721,1.9379126871295727
3,283,-705.2533862399999,1.0506411031284895,19.769682269800924,8.72197971303811,0.08317820396733427,0.1417151296919118,6.960942203447648
4,289,-687.97338624,0.9651657649102563,18.683951543663994,9.04479600888978,0.3489498656050482,0.14999946933043942,2.1360021781748073
5,294,-673.5733862399999,1.0777862289154636,3.4974548469982807,8.908956219117044,0.3992199707611848,0.1499999999999972,2.2109697032561373
6,299,-659.1733862399999,1.0721522587859045,19.586118248596513,8.794404682379774,0.11871564282423575,0.14960744365452813,5.862732768769635
7,304,-644.7733862399999,1.0812584532830765,19.44545370624438,8.905763873358527,0.17397347065151472,0.14980584511594267,4.331883632598508
8,309,-630.37338624,1.022741589350908,19.99964911592901,9.200407673362932,0.10260905403186364,0.12939340281867517,6.999999999986837
9,315,-613.09338624,1.1397379527981557,19.44873692595641,8.68674927836354,0.18416505486576457,0.14999590822235248,4.208522489157774
10,320,-598.6933862399999,1.112115772037511,18.21706394748749,9.070605201735795,0.3307618974001043,0.14999999999849808,2.823196244872758
11,325,-584.2933862399999,1.085446747149345,19.62162237531934,8.667528066831679,0.12034881065007812,0.1499999999999999,6.367107818878173
12,330,-569.8933862399999,1.1592627680860483,19.578906344136513,8.712967588086777,0.13053591678142848,0.1499999795437031,6.039062785808744
13,335,-555.49338624,1.1927655506602544,19.99948016801507,8.65129155467779,0.1799406391753201,0.15,4.50927463729238
14,341,-538.21338624,1.1050823710384208,7.557199364746307,9.052592025130195,0.399996270521259,0.15,2.400574601065565
15,346,-523.8133862399999,0.8282378512402114,19.999791626602367,9.33879714837235,0.08050331326311748,0.15,6.999999999933587
16,351,-509.4133862399999,1.0333526530965365,19.999679943033627,9.99999999999303,0.09351342812487744,0.15,6.999980641841773
