,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Te_electron,Ti_ion-1,Z_ion-1
0,242,-823.33338624,1.2020755309257645,19.41575491096338,8.45610330691024,0.12067051630942577,0.09994990161138191,3.942844675489412
1,250,-800.2933862399999,0.9926615452782088,19.418436001334854,8.73359044798471,0.12067010229482025,0.09994990003657096,3.934027852361165
2,259,-774.37338624,1.0980834778997053,19.417276286382254,8.792216280694468,0.1206725339246611,0.09994993259516463,4.287558149555023
3,268,-748.4533862399999,1.1866294651330878,19.412913821416403,8.205985820227887,0.12067366939171714,0.09995004634818781,4.350156653602836
4,276,-725.4133862399999,1.0631564076710447,-3.9763047377732263,8.698937080138254,0.12114729930667008,0.09996190649544652,4.861055192351028
5,285,-699.49338624,1.219087982204629,5.0747116794793286,8.538169798839657,0.12115175296025367,0.09996203897872284,4.936886097108273
6,294,-673.5733862399999,1.2652985671425998,-5.397363069389204,8.743089901115656,0.1211795349789787,0.09996229683900265,5.732116684591473
7,302,-650.5333862399999,1.224122154653978,2.6435795350874756,8.501185978965417,0.12120362563991656,0.09996241896965807,5.998068076696757
8,311,-624.61338624,1.1550018372399453,7.04332110278418,8.9291318699796,0.12118109594969438,0.09996255272514662,5.686594684434748
9,320,-598.6933862399999,1.2749489633394908,-1.4036815248212058,8.886776345911827,0.1212437058268509,0.09996296422764131,6.27083590796503
10,329,-572.7733862399999,1.2700086175775578,6.976511901416057,8.537923575158395,0.49997430078311844,0.09999999999999368,1.8672992479197879
11,337,-549.73338624,1.3037328769101202,3.1066689732970048,8.514724672092623,0.4999743017465947,0.09999999999999368,1.9425626131802805
12,346,-523.8133862399999,0.9183901969220917,19.999999971753326,9.99998181306795,0.49997401980651984,0.09999999999999368,1.240228667815543
13,355,-497.8933862399999,0.7009067406011543,19.999999971753326,9.999981815665194,0.49997401078406317,0.09999999999999368,1.1157574769737235
14,363,-474.85338623999996,0.6964054593595541,19.999999971753326,9.999981817274605,0.4999740096446158,0.09999999999999368,1.137508803405482
