,lineout pixel,Radius (\mum),Te_electron,amp3_general,ud_general,Va_general,Ti_ion-1,Z_ion-1
0,233,-849.2532479999999,0.0930646624009052,1.0149114250167977,19.798450572372914,9.282767513778676,0.10915744148154714,4.960087616457918
1,240,-829.0932479999999,0.08938626183325933,1.0261400107678988,32.2913997055703,8.764434564323572,0.11742592036473426,4.96040918776086
2,247,-808.9332479999998,0.09301580424014204,1.0232726631857003,30.132479275332557,8.761921053473266,0.11955954684821266,4.960303422028936
3,254,-788.7732479999999,0.09373001567842722,1.0038048095501906,12.498583738470316,8.705519677445068,0.10112768148192679,4.960002937170501
4,261,-768.6132479999999,0.10049692729127026,1.0234977859491303,17.106319157364624,9.086572535646823,0.11312867535072663,4.9600464845493555
5,268,-748.4532479999998,0.10175891274213678,1.0456839741494923,38.762722603157684,8.598735671570733,0.14430414913722164,4.96129019176581
6,275,-728.2932479999998,0.11537814986756505,1.042721259029761,-5.391235374400807,8.693736552785843,0.10917281815418364,4.959839679340244
7,282,-708.1332479999999,0.10760341110304575,1.067487705526484,28.140414123289148,8.720668352092105,0.14526414866202303,4.960145967729001
8,289,-687.9732479999999,0.11338782725818375,1.0323006772546743,2.623902182913895,8.97077695069282,0.13234089626531714,4.959680572307748
9,296,-667.8132479999998,0.1251916773531774,1.0679021314178299,11.425503903940246,8.82374835543083,0.14669516848575548,4.960067149160356
10,302,-650.5332479999998,0.12999812046923404,1.0364180062131714,28.89305859332967,8.866476654524298,0.16260743315865706,4.96038142977835
11,309,-630.3732479999999,0.13121135435105813,1.0191987111405043,39.0666628118754,9.271250898048837,0.14470640751563352,4.963213764426104
