,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron
0,388,-798.3000903509999,0.903030084155561,0.2263819748379563,0.3416012031617768,0.14470401041829598
1,394,-767.5200903509999,0.6307118067520728,0.5343109296356682,0.4491641755769887,0.13513539608637182
2,399,-741.8700903509998,0.7616873590251261,0.4371196172276038,0.3849194274830545,0.15502343483129
3,405,-711.0900903510001,0.9042357208484275,1.3528894201640795,0.3582555442635833,0.18341175466411178
4,411,-680.3100903509999,0.8420349153182923,0.838872362408961,0.3729924727894126,0.17619552302933567
5,417,-649.5300903509997,0.9796718934042308,3.742852546147407,0.3401896245841013,0.20227928169416504
6,423,-618.7500903509999,0.9246960338100763,3.7320347726001635,0.358485224039628,0.20086412678591187
7,429,-587.9700903509997,0.9561270682275247,3.747435964032344,0.36827507837573337,0.2098974465686118
8,434,-562.3200903510001,1.0263107686856827,3.739311049071383,0.3791696275909292,0.20480453195283393
9,440,-531.5400903509999,0.9678880995013439,3.7480196614392733,0.3674204538055384,0.20597430525680652
10,446,-500.7600903509997,0.9972423908997478,3.5077638519483205,0.35960643436427536,0.21447410572931377
11,452,-469.98009035099994,0.9309042567886565,3.3131419713571097,0.3843432447000402,0.20814596438439636
12,458,-439.20009035099974,0.25020926403704163,0.4779941505490642,0.3680761707600311,0.7116095412070271
13,464,-408.420090351,0.20352753081287284,0.4361459106700615,0.48270997830640233,1.2069088670991235
14,470,-377.6400903509998,0.3209740967338509,0.572562324456638,0.21835678831637267,0.3788405626559378
15,475,-351.9900903509997,0.36164469985751274,0.5684077897731192,0.298750304438759,0.46338815959636304
16,481,-321.21009035099996,0.35544649227647834,0.554171052553502,0.14216580131944725,0.4475416995008026
17,487,-290.43009035099976,0.28860190155559345,0.5023806297977685,0.16213776909196853,0.554720865341733
