,lineout pixel,Radius (\mum),amp1_general,amp2_general,amp3_general,ud_general,Va_general,Te_electron,ne_electron,Z_ion-1
17,361,-473.545724350804,0.8639108434748533,1.0739343829880104,1.4702974418375852,19.97763488340454,0.170517509947679,0.24997207502751273,0.1351325622125916,2.7715354095686155
18,367,-456.265724350804,0.8566274980385141,1.0508817748247623,1.4330158466090002,19.99820153243924,0.09299779332151559,0.24328037099625874,0.13656494295412358,2.840652893362377
19,374,-436.10572435080394,0.8323006329915166,1.0324621395585196,1.49732073984382,19.997438983366656,0.2736915038191228,0.23256663317252207,0.13569861002222097,2.779045079854166
20,381,-415.9457243508041,0.8782066291702634,1.2070574033044834,1.5139646871670798,19.678854543489585,0.06197734149896306,0.22955510569252052,0.13885248200588046,3.0297222869068454
21,388,-395.785724350804,0.818465107136502,0.7476064125673251,1.4779271393342985,19.77123769979837,0.1940243579097789,0.25950483780988176,0.12942586720676869,2.6475494876745485
22,395,-375.6257243508039,0.8423302173560786,1.1114509760027007,3.7251377875394156,-4.648780618988663,9.837534569413783,0.240748012854491,0.13886703419223473,4.150486979964792
23,402,-355.46572435080407,0.660440937524707,1.1343194576072988,1.4110348853532466,19.977530958793153,0.15985643763876567,0.27302669833038784,0.13565964574940825,2.704857240309042
24,409,-335.305724350804,0.8225312923939867,0.8909490132219718,1.4780586521776073,19.99815469903872,0.25194527453706783,0.23116689447689157,0.14415445979424982,2.898005263551498
25,416,-315.1457243508039,0.7830339036927931,1.1478228756424123,1.5667826003947316,19.997344556892152,0.2766286563647,0.23571122642107178,0.14504333769354932,2.8341447637174366
26,423,-294.98572435080405,0.8661190768097469,1.332071070283406,1.319484714297483,-0.10258268651593383,0.20949633973708615,0.22840001005030738,0.14925861460831233,3.227829999387435
27,430,-274.82572435080397,0.8558931429037347,1.2814873092030288,1.296144997232726,1.4255080405593432,0.1719796950660637,0.23670468635801992,0.14894701471247762,3.0771080139939007
28,437,-254.66572435080388,0.7355058631028795,1.2321239617480502,3.7332527748315765,-5.106917376811651,9.937009570439724,0.23365093308273957,0.1474066677301624,4.154533487349111
29,444,-234.50572435080403,0.7185746571000287,0.680021425719502,1.5519391432952148,19.968099806842687,0.12315894530267357,0.2531272618550358,0.14060213014948753,2.8651881518191455
30,451,-214.34572435080395,0.7840866987548838,0.8749468830574648,1.488126638802294,19.998153891348764,-0.11526502161791541,0.25613056711982335,0.14437230674973117,2.878622466337968
31,458,-194.1857243508041,0.8925866858028122,1.1207750975400137,1.443949358788037,19.997342960913862,0.14141356891113332,0.2245084419310751,0.15632882263462966,3.0482666633449385
32,465,-174.025724350804,0.8876249019313794,0.9720102322823064,1.2763669627830396,2.5286312069613395,0.30094834092563616,0.23040975604967198,0.15411487743700036,3.3312782671647176
33,472,-153.86572435080393,0.8521600472933616,1.0662611038801066,1.2982901882149405,4.190886732724376,0.3897827267017391,0.24669818889770162,0.14743210507278684,3.0080523335725187
34,479,-133.70572435080408,0.8121358576586521,1.2053383280044134,3.7333241440799667,-4.8559731697455675,9.918438575488096,0.2331273238528962,0.152604102823654,4.200232129637384
35,486,-113.545724350804,0.6884148645164118,0.9335997563558186,1.48112695770845,19.967888885497324,0.11856659874721842,0.25661112721848744,0.14457894669365987,2.751093317332178
36,492,-96.26572435080402,0.7392044121394555,1.2281887249985664,1.5362805154118537,19.998152686612165,-0.07060296118481091,0.2602640077318065,0.14932703556393115,2.5707825211438022
37,499,-76.10572435080394,0.7774735458811453,1.0192384001752826,1.5255924568046912,19.99733954800748,-0.02638994050561294,0.23892128770955318,0.1535787623472611,2.7324762062463486
38,506,-55.945724350804085,0.9045922295818434,0.9937474796513462,1.2747340343877014,-0.2188507283794756,0.15500471308513042,0.22512315627420515,0.15714609711213817,3.11887680995092
39,513,-35.785724350804,0.8015561524202431,1.2248113736276809,1.3652095011912988,-4.423943319933127,0.14707658022149417,0.2406984704560141,0.15304995144348238,2.878041291363735
40,520,-15.625724350803921,0.8550827494248359,1.014326951489695,3.7335086712610064,-5.6897642479510075,9.865103938438352,0.2650804398860426,0.14453327087734807,3.7149506069395235
41,527,4.5342756491959335,0.7692024775784376,0.8435375701254685,1.5772904392964964,19.96758260037089,0.0456850726086202,0.2699208821215921,0.14606313214064415,2.4172252907273086
42,534,24.694275649196015,0.7433499489434849,1.1565376372152836,1.2480079214612894,19.998150406289184,0.20035448859846383,0.26426149623630973,0.14372378167029068,2.2265867382750204
43,541,44.8542756491961,0.6270024874302688,1.2181322600395688,1.249479886304099,19.997335406581584,0.3613210917292875,0.25365053611336763,0.15195688106622343,2.187117523052498
44,548,65.01427564919595,0.8616384881291864,1.1913431166845667,1.470872551494061,-10.16752662723435,0.4216841084998322,0.24480380268249136,0.1498882793489417,2.368918731629164
45,555,85.17427564919603,0.8943645569656672,0.8195863447145276,1.2916058394875145,-3.418101124947121,0.7403253752200634,0.22399153707000524,0.1531490318573123,2.7423481738617648
46,562,105.33427564919589,0.860990758956754,0.848955465750431,3.73356393820583,-4.89402032965593,10.124647513807112,0.24879489168034163,0.14249013271209854,4.025276061044838
47,569,125.49427564919597,0.7891292992921041,0.7122520362175406,0.948651651787246,19.967463870543433,0.5622995200897485,0.2484440302349665,0.1404951298201781,2.127685202968117
48,576,145.65427564919605,0.9502882336990921,0.8249804186193015,0.41684272659648164,19.998142695233568,-2.4949974357901645,0.23606858755325488,0.14499811454461983,1.038429349681756
49,583,165.8142756491959,0.8593031779093707,0.542298842852191,1.0109724783327492,19.997307372860107,9.958152915497628,0.214840788141236,0.14847893524153102,3.2872022098841365
50,590,185.974275649196,0.8684191926300556,1.1767293116099105,0.8677777634781338,-18.64934825679,-6.468642289271056,0.23970085605836267,0.14403681528385137,3.2196379039162206
51,597,206.13427564919607,0.7342025358828147,1.155365623201462,2.4910374288877697,-2.8127881580341594,-7.591759239328638,0.23704995962739134,0.1417824247731149,3.7457063168903355
52,604,226.29427564919592,0.8662880914943591,1.1680918955055333,3.7340028946350823,-19.99990894379142,11.001539568948559,0.22963127231892969,0.14318285659523688,4.027115342910583
53,611,246.454275649196,0.9200110353564748,0.7207686492845954,0.33636433282533934,19.96211417814194,-2.2477047620007227,0.221359554070304,0.14305167690378642,1.0000780286794968
54,617,263.734275649196,0.6858393268248509,0.9716270002432368,0.3193777399066968,19.998013701220017,-2.9015917748477946,0.25193949031082297,0.13729980912963674,1.0000137755115663
55,624,283.89427564919606,0.687520563255446,1.214923793399201,0.929130157892081,19.996984704963324,10.199311787737575,0.23387891635937696,0.1392316928172274,3.0895520019095297
56,631,304.0542756491959,0.7541678052629087,1.1031867552210175,0.9642534624685799,-19.989644459838726,-6.372816857316078,0.22491078697293243,0.13582166504982424,3.5439833404027663
57,638,324.214275649196,0.8530726161662434,0.7615387162755218,0.9213626059670592,-19.99951277033921,-6.477682090113001,0.21978729702310335,0.13656643665956122,3.597532779650026
58,645,344.3742756491961,0.8352049716771829,1.2792562763077593,3.7345246608090137,-19.999908994526987,10.74374873091693,0.24303908380557593,0.12700555752925494,3.8716768266541894
59,652,364.53427564919593,0.7553545402315461,1.0343244568880023,0.2664326063714333,19.93231488625058,-2.654376648252793,0.2246711308724261,0.12302473258408791,1.0000770592463324
60,659,384.694275649196,0.7821141700997352,1.1724834466178158,0.25151043102348347,19.998009156799803,-2.808569047544495,0.21888394747521842,0.12245074980721779,1.0000137747130766
61,666,404.8542756491961,0.7450570648537453,0.8924763862376274,1.1341466109108693,19.996971986873533,9.855873682214671,0.22775920017420945,0.11173142964857678,3.3829189099588506
62,673,425.01427564919595,0.7056179270880071,1.1380626543634813,1.151245748475721,-19.989688466318455,-6.914436959562103,0.23838329867546368,0.11106385697254115,3.4858721375736854
63,680,445.17427564919603,0.9078193039692808,1.1836759694893528,1.0112881542170777,-19.99951280385261,-6.754948455696157,0.20229389340477513,0.10719008141930562,3.936954045747436
64,687,465.3342756491959,0.9358580158475924,1.0294163569977293,3.7345134306675085,-19.999908997054703,10.450865736702873,0.1961857272334917,0.10111406025435385,4.64424659938095
65,694,485.49427564919597,0.5923694473135047,1.0250174864336103,0.1851751478613354,19.930364231131406,-3.3632307110881463,0.22458137855095645,0.09919113576485612,1.000077062043467
66,701,505.65427564919605,0.6539908941471357,1.1143833526758722,0.01,19.996736763079866,-20.5,0.1952343491968665,0.09466834207942706,1.0000138349295464
67,708,525.8142756491959,0.8331543784848444,0.98630775737441,0.01,19.99343000171946,-20.5,0.17085144848643083,0.09376656634001485,1.0
68,715,545.974275649196,0.6824208796130811,0.9123981816253063,0.01,-19.979512318577708,20.44477539799302,0.18344040782680884,0.08077887655264923,7.0
69,722,566.1342756491958,0.7657382893720966,0.9331441359486232,3.7499994310673834,-19.999524036732915,-11.954795303373436,0.17148956803932747,0.07780536867686899,7.0
70,729,586.2942756491962,0.5561475552126771,1.1281874984480764,3.7300466173791267,-19.999909139409812,10.59090604182532,0.1760312137426965,0.0769429709751819,7.0
71,736,606.454275649196,0.3619988287384083,1.17831187962574,3.7351622715583326,19.77828136422515,-20.5,0.1994037373246784,0.07636443809292741,1.0000770641815107
