,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron
0,368,-900.9000903509998,0.9146340738119447,0.06329759938582824,0.2697902130113765,0.14296592545195275
1,369,-895.7700903509999,0.9946933764356758,0.13547196203681072,0.2643428603265855,0.14581145671460272
2,370,-890.6400903509998,0.8847916878714027,0.1295826437671561,0.2594171483073377,0.14448895202886214
3,371,-885.5100903509999,0.8406391382183412,0.14325844493784992,0.2596104960022625,0.14099302231308472
4,372,-880.3800903509998,0.8677353592003553,0.14901356110120303,0.25061837478948906,0.1420813458039611
5,373,-875.2500903509999,0.8528038471300549,0.09553303319398893,0.2452873485884301,0.14560829756149454
6,374,-870.1200903509998,0.8127923145208874,0.05614272890469509,0.23957710037968605,0.1501319457380609
7,375,-864.9900903509999,0.7836936255021221,0.04778191345751185,0.24256527932976987,0.15168436182631304
8,376,-859.8600903509998,0.8083446390354299,0.09376538161697887,0.2591647202934956,0.1512635747234017
9,377,-854.730090351,0.8948310837770453,0.13754938695732666,0.2630136087755799,0.15293973095595478
10,378,-849.6000903509998,0.8289919660554866,0.1545183107068894,0.2608854772882424,0.15465805295580645
11,379,-844.470090351,0.8768286326152701,0.13327626407503287,0.25006423680220563,0.1583283475732195
12,380,-839.3400903509998,0.3401512267226745,0.5075734599647552,0.12032625915107074,0.3288878749791784
13,381,-834.210090351,0.45656265019528336,0.6318620033459058,0.287415576821118,0.42917753107670303
14,382,-829.0800903509999,0.5019277129983689,0.6641825457789711,0.2147322110669106,0.4539293068608501
15,383,-823.9500903509997,0.6708285854317321,0.6502891966435458,0.2998745171802549,0.15154185575725326
16,384,-818.8200903509999,0.6521872372431218,0.6294419261827128,0.39203313546903995,0.1488552888787431
17,385,-813.6900903509998,0.7981205179794972,0.5249522508950564,0.34477637976308445,0.14787506398700687
18,386,-808.5600903509999,0.052942285643884424,0.1393622075117271,0.025850847142776662,0.2965945713172083
19,387,-803.4300903509998,0.06742731153800549,0.1561450635960115,0.014842662034434208,0.026284250804181286
20,388,-798.3000903509999,0.05688495531025058,0.15883087485522998,0.037956184998849465,0.30329474856062116
21,389,-793.1700903509998,0.27253391962617923,0.36995719388337883,1.9999999299803797,0.01007717346260374
22,390,-788.0400903509999,0.2705290348537237,0.4441719705753631,1.9999999998261866,0.010000522506657783
23,391,-782.9100903509998,0.022148522872675852,0.07990338216877749,0.015438267139436471,0.20665652280293903
24,392,-777.7800903509999,0.018637324292292284,0.04174522114502524,0.037331193764351615,1.4148455541947982
25,393,-772.6500903509998,0.031463817213929116,0.08178581417683757,0.46735557702067293,1.891550396828174
26,394,-767.5200903509999,0.057436108740266015,0.11238580667225256,0.19022303826220346,1.944685172497864
27,394,-767.5200903509999,0.057436108740266015,0.11238580667225256,0.19022303826220346,1.944685172497864
28,395,-762.3900903509998,0.04983744781691043,0.10240225250122734,0.5664012600954289,1.946913735674722
29,396,-757.2600903509999,0.032743828834844654,0.08209788106036313,0.1103329417010139,1.9576161623308819
30,397,-752.1300903509998,0.1819282510934699,0.5810388434353055,1.4202042797729713,0.28560482312901125
31,398,-747.0000903509999,0.1401760886658854,0.3045868731634917,0.08492213672883614,0.37318399167702415
32,399,-741.8700903509998,0.12153505819012776,0.2519496406930376,0.02442773404376427,0.07692862888334545
33,400,-736.7400903509997,0.18367762697417722,0.627071581118995,1.9754874152069584,0.027670687917897882
34,401,-731.610090351,0.1809418642375483,0.31499488045699026,0.036473864343010295,0.07431815876747279
35,402,-726.480090351,0.15847750081025946,0.2797080177784782,0.024153293786282046,0.06628301623633168
36,403,-721.3500903509998,0.2881980073847823,0.8282189049097842,0.15541394716200713,0.06736883354795174
37,404,-716.2200903509997,0.31825537534353365,0.35126344634106965,0.5073149050736929,0.13979327287531937
38,405,-711.0900903510001,0.2890849916382413,0.37778597115479345,0.06445659463368636,0.10957906932340807
39,406,-705.960090351,0.20853225464251135,0.682567631500839,0.18341000189963688,0.0648608171339787
40,407,-700.8300903509999,0.18418794861105184,1.0715878405228372,0.14616554188073907,0.0742938403702549
41,408,-695.7000903509997,0.35077713131264077,0.7570609346264978,0.012157488998477992,0.010000699544055662
42,409,-690.5700903509996,0.12710757514903293,0.31329181748013724,0.03757758560195098,0.09848124094787929
43,410,-685.440090351,0.11052872430646127,0.2982478287692694,0.022954832427731435,0.02726395045269108
44,411,-680.3100903509999,0.06595684517576492,0.21133292769357134,0.01315651388931513,0.018759246874555463
45,412,-675.1800903509998,0.09536078188952694,0.3188031406744537,0.02201641468075039,0.028405681446448748
46,413,-670.0500903509997,0.09489085426541477,0.32899391634286845,0.023373039765720253,0.04789832428243045
