,lineout pixel,Radius (\mum),Te_electron,amp3_general,ud_general,Va_general,Ti_ion-1,Z_ion-1
0,233,-849.2532479999999,0.08874562729855082,1.0135454533204482,19.502730106895513,8.973271006427868,0.10028828092270008,4.9738358498161865
1,240,-829.0932479999999,0.0956699950582304,1.0008222528531991,19.507027511209728,8.776325266224166,0.10932382605693561,4.983326724446816
2,247,-808.9332479999998,0.09861456508727191,1.008201971757436,19.505589130134695,8.761872714859386,0.11223130827091055,4.9819851596543385
3,254,-788.7732479999999,0.09373898938976538,0.9879348788386119,19.49852051038058,8.74004224001499,0.11041279909389873,4.969432164182218
4,261,-768.6132479999999,0.1016390706331967,1.0195202609929293,19.499325846018287,9.071533350911295,0.11599115008851119,4.972888021128007
5,268,-748.4532479999998,0.10731459954714316,1.0190643039319955,19.52198049070889,8.512050460030391,0.12800620235694968,5.005058779514979
6,275,-728.2932479999998,0.13233141266586337,1.050612638715346,-5.367152117515019,8.697339889600812,0.10872462440975664,4.500073084623479
7,282,-708.1332479999999,0.10913056043176828,1.064832652720508,19.561751806559357,8.682221446245904,0.13743235648424884,5.112733216731814
8,289,-687.9732479999999,0.12943218416761515,1.0287867898181622,2.9916394067128813,8.960184365189278,0.13275377053331128,4.50229563458335
9,296,-667.8132479999998,0.1431282172024057,1.0692635064131137,12.405341012151872,8.825035879720385,0.14702203734549874,4.504243375157386
10,302,-650.5332479999998,0.09646922808095026,1.033462100600623,19.931617556978146,8.844951332283625,0.15934027469982587,6.79446800306178
11,309,-630.3732479999999,0.09624778358671437,1.0257827178298018,19.999999985195906,9.213573052530094,0.13187067538488978,7.0
