,lineout pixel,Radius (\mum),Te_electron,ne_electron,amp1_general,amp2_general
0,329,-960.7845338550003,0.10470393720658919,0.12806367331471968,0.3345483209093748,0.8786376847248571
1,339,-909.4845338550001,0.1173063371709169,0.0644712245595998,0.6970288149425438,0.7351302310541465
2,348,-863.3145338550003,0.13968256285907948,0.06531684514467626,0.6675254088057647,0.8483675686671114
3,358,-812.0145338550001,0.1572305923573262,0.06926915659733836,0.6511964555769469,0.9822227296301977
4,367,-765.8445338550002,0.16422856368016853,0.07685295457604685,0.7779792277760047,0.7986611229513639
5,377,-714.5445338550003,0.1762234240575248,0.09137925030959937,0.731024038383359,0.8259416805618571
6,386,-668.3745338550002,0.19773816241458375,0.09975371746653257,0.7039394839756548,0.5667568575958457
7,396,-617.0745338550003,0.21309676490049462,0.11011462961468056,0.6742619385326183,0.6453157171039474
8,406,-565.7745338550003,0.2187069230968494,0.12820495022308426,0.7037790970030217,0.7456992045986186
9,415,-519.6045338550002,0.26053814837398237,0.14018625759669928,0.7143606136223362,0.7866697909503014
10,425,-468.30453385500005,0.2689961755664202,0.15693065999960673,0.6685633668448148,0.7725637442447144
11,434,-422.1345338550004,0.27044170990884087,0.1707445146702422,0.7014764816593292,1.0570720954619288
12,444,-370.83453385500025,0.27844799124382313,0.18119774122194898,0.6648063821325062,1.057113495386324
13,453,-324.6645338550002,0.2776631396729972,0.1874755127920881,0.7103096494559619,0.8474041888464735
14,463,-273.364533855,0.28079669855040507,0.19071175435489962,0.6926954420828088,0.8584068770884977
15,472,-227.19453385500037,0.29721746211592187,0.1856124437284579,0.6448516319112335,1.0498283433267748
16,482,-175.8945338550002,0.29951026377050793,0.18853521113695876,0.6170680559978328,0.9689361187236536
17,492,-124.59453385500001,0.28919378215591834,0.1941126456154158,0.672566941775673,0.9658487642046809
18,501,-78.42453385500039,0.30705032132421,0.18764648784587315,0.6746560182278784,0.7611754322063812
19,511,-27.12453385500021,0.29817064167125995,0.18927854335903938,0.6155287030741436,0.957335241056382
20,520,19.045466144999864,0.2821002330818981,0.1961615409825758,0.603285290999175,0.9608303425152886
21,530,70.34546614499959,0.30840522014245625,0.18769253485300427,0.6670926886881394,0.741628257836589
22,539,116.51546614499966,0.303579993060647,0.18624899838797943,0.6166409544098633,0.8647431416745104
23,549,167.81546614499985,0.2855246296923555,0.19344996081542154,0.6063640458401925,1.087168780092658
24,558,213.98546614499992,0.2900866609995761,0.18751519158076033,0.7071528136757379,0.8400175874397896
25,568,265.28546614499965,0.30295513941041835,0.18392664620605656,0.7325320466197417,0.7712708256471624
26,577,311.4554661449997,0.27027132548216476,0.19241177432686132,0.6629917592282072,0.9583745634059059
27,587,362.7554661449999,0.2954988217625823,0.18605920516533161,0.6123159479053888,0.9218494790276965
28,597,414.0554661449996,0.27775751624152756,0.18937736834991373,0.4900133405114384,0.9534866484816404
29,606,460.2254661449997,0.3042134439231949,0.17387328745548036,0.5607282272125732,0.8489141891078106
30,616,511.5254661449999,0.2784815504484441,0.16088954479013876,0.5919401910637548,0.6186236748053419
31,625,557.695466145,0.30545259479247394,0.14759228735256044,0.5062357589683198,0.5936663533721009
32,635,608.9954661449997,0.28702694189685246,0.13486852077863848,0.5113348761058817,0.867076100391472
33,644,655.1654661449998,0.23825785238281244,0.12436171748166176,0.5903107343988594,0.7639636035777582
34,654,706.4654661449999,1.9996816528852948,1.5618852247674462,3.6189716142298156,2.361290330087529
35,663,752.6354661449996,0.06297075618816239,0.13765824343584027,3.7376428487357334,1.6273720839163182
36,673,803.9354661449997,0.19796292770187626,0.08482947806589235,0.5415752235477302,0.7127135254321277
37,683,855.2354661449999,0.18100513778044103,0.07319076567409696,0.3149046144045336,0.534038282290165
38,692,901.405466145,0.125182283927394,0.07585850121638749,0.48125295771350535,0.6471857991511886
39,702,952.7054661449997,0.028093325385550164,0.6841378764919791,0.12238688507535551,0.630677027906103
