,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron,m_electron
0,334,-957.6017100000001,0.7423323165692163,1.0292807757620142,1.4364540882804642,0.446575898209549,3.754622868774106
1,339,-929.9253600000002,0.42008440195557484,0.5661165712889735,0.5182620928767383,0.7774386833932861,3.8027147152069607
2,344,-902.24901,3.744768082423848,0.018252053373422776,0.6134722492077611,0.4024786050065653,4.999999999973641
3,349,-874.57266,0.19484056962797916,0.2523374668074009,1.9999642716654158,0.030090591560574944,4.999999999960339
4,354,-846.8963100000001,0.2674867641777835,0.7557880861167356,0.31989027076578735,0.049552632004448496,4.999922621831837
5,359,-819.2199600000001,0.2995919121446612,0.8115558474739627,0.2935336017239556,0.0632201937076102,4.999996197318403
6,364,-791.5436100000002,0.18176481243128978,0.29687456214788155,1.996131086988989,0.11501439572405166,4.879609437655146
7,369,-763.86726,1.145747726509533,0.011283786799175816,0.379848065125094,0.23273352057303692,4.9612102330742465
8,374,-736.1909100000003,1.937528113069336,3.7499980460355533,1.6261322107944036,1.1919313901694786,4.999999380439066
9,379,-708.5145600000001,0.2711085290593887,0.6362423853378963,0.3374928018995112,0.08435790353878536,4.99998255043018
10,384,-680.8382099999999,0.6210075548550493,0.03991475447244261,0.12505399488595884,0.06989902272182438,2.0000000002082357
11,389,-653.1618600000002,0.25755651273173663,0.6227138159186005,0.35512364801588253,0.0939058179049338,5.0
12,394,-625.48551,0.2205054221048883,0.6467750170114591,0.3425784541442171,0.10921811210691056,4.999821404676549
13,399,-597.8091600000002,0.2643625791631872,0.585313217585001,0.41631911697964846,0.10278101306789347,4.999746763638641
14,404,-570.1328100000001,0.5704817259388612,0.01153247102828047,0.16640951167340237,0.08356238060880745,2.0138420099232133
15,409,-542.4564599999999,0.28228653930765724,0.6992001843519625,0.4251395958436915,0.12316327390725446,4.999980745809548
16,415,-509.2448400000003,0.26906080801608445,0.3300861234904926,0.5691473164549244,0.11458333254146535,2.001585905958943
17,420,-481.5684900000001,0.3541762891044837,0.5913356253893077,0.4630488369750488,0.14213165566370461,5.0
18,425,-453.8921399999999,0.45175408882987494,0.6686222248629204,0.4450276041967831,0.15479841766603147,4.241061002431424
19,430,-426.2157900000002,0.6537725593917101,0.8491169289819857,0.3919943628533414,0.1817916754714809,3.712523012142287
20,435,-398.53944,0.794336184141687,0.909544065400129,0.401426807992507,0.1827908968682331,3.8000096440373428
21,440,-370.8630900000003,0.9208403447404597,0.9619794664789653,0.38683925137977,0.19124753784531245,3.4999996103131874
22,445,-343.1867400000001,1.218979661228181,0.9350691472072375,0.37377675123730786,0.20065433096641944,3.17705845464472
23,450,-315.5103899999999,0.6721852322850996,0.108174768298146,0.22352792075682903,0.13119454310838702,3.9000916866455415
24,455,-287.8340400000002,0.6527732399220689,0.14532434585439025,0.21517236724539135,0.13467829081742655,3.059614297291835
25,460,-260.15769,0.6369344263842383,0.08594811799133388,0.15448081355006968,0.15504305202742652,3.0998569674625425
26,465,-232.48134000000027,0.16563865129076394,0.16164851882710674,1.9363020914614235,0.03002284002878793,2.9575853302429556
27,470,-204.8049900000001,0.674236652490523,0.011154502775011305,0.2098921972001025,0.13067419814411702,4.905834074478859
28,475,-177.1286399999999,0.6919696751671747,0.07105098587820148,0.20564572655649382,0.14267523926375214,4.100281879577299
29,480,-149.45229000000018,0.6358268177926543,0.13855790899248596,0.2373581892554901,0.13348102498922088,4.0227490563753
30,485,-121.77593999999999,1.4628357448888007,0.9102909092309058,0.3768148906214883,0.21368134189082125,3.012960079943655
31,490,-94.09959000000026,0.6391337313061588,0.14329201407471698,0.16951532031792174,0.1580357146704724,3.162478569842863
32,495,-66.42324000000008,0.5755939824178351,0.06728037577381168,0.22828898845637896,0.1336555557707379,3.499828906631385
33,500,-38.74689000000035,0.527254118435027,0.018789596235737067,0.24259617084995583,0.12730807801365218,2.8746305163462003
34,506,-5.53527000000031,0.6048697396352865,0.07726971259983985,0.2288484795909612,0.1344581451841846,2.7117554402090174
35,511,22.141079999999874,0.5828074480669456,0.012054499509915944,0.2141399356384708,0.1385418256942823,3.3034247580134872
36,516,49.81743000000006,0.6390168750045145,0.010001878887350756,0.21944794443488877,0.13951549729564164,3.941127823765411
37,521,77.49377999999979,0.4889987290377293,0.010011039846313526,0.23481540926120464,0.13210757846214624,3.6001043009654103
38,526,105.17012999999997,0.6257080058964709,0.5635645886451253,0.4289858876528545,0.19464357558138085,2.940426355652179
39,531,132.8464799999997,0.6918048445140118,0.16735672826371228,0.12277521165981962,0.1627730843934391,3.1089688946894998
40,536,160.52282999999989,0.6146822357450377,0.04773293754498007,0.24037922883263518,0.12866742429229963,3.866913209434237
41,541,188.19918000000007,0.6005094670142324,0.05378405385923437,0.21252466906180648,0.13653070831069236,2.8711438099740243
42,546,215.8755299999998,0.2946379866494719,0.3600989081448248,0.17859275628042548,0.17432360249797163,3.2961208737662355
43,551,243.55187999999998,0.6226886324923799,0.3161050358648834,0.16792098819976958,0.15715344244452417,3.2677179571901886
44,556,271.2282299999997,0.6292688672392234,0.14404930479861072,0.24104836075509734,0.12882485414434774,3.840262532465195
45,561,298.9045799999999,0.6135428365348994,0.06139976864762592,0.2244310149378949,0.13381475646164942,4.300279094428783
46,566,326.5809300000001,0.6489701569203158,0.09247894700118947,0.23914074587286815,0.12887850746435597,4.041082895279755
47,571,354.2572799999998,1.65425935809764,0.8151913833379988,0.33340554399088096,0.21644357686928023,2.4000000241702892
48,576,381.93363,0.08276805844473285,0.1470643144881174,0.09819080453701497,0.057295649826022754,3.0827915103080583
49,581,409.6099799999997,0.07822025389107844,0.1379411199857731,0.039369493832138405,0.05354156814089826,3.137788603474362
50,586,437.2863299999999,0.5197819244126296,0.10218671381470446,0.2528425030631762,0.12274178558594505,3.135203581051571
51,592,470.49794999999995,0.7110908511776969,0.14592835915815136,0.16579785008672998,0.15687757507309055,3.149698371841529
52,597,498.1742999999997,1.5364372128669812,0.8941417844223647,0.29873219859335287,0.2278394323487851,2.6000002185237365
53,602,525.8506499999999,0.6077154847695361,0.22572387126147112,0.24162766737652586,0.12133920279359392,3.7111230167672544
54,607,553.527,0.8646071755337537,0.7512489659046977,0.3980988600933334,0.1919829443895833,3.0626828559762114
55,612,581.2033499999998,0.5952433171106929,0.673800567486522,0.46572715085479577,0.16684275144505506,3.1649296848988193
56,617,608.8797,0.12584140260204682,0.2729333471156219,0.5505395165535539,0.9771757367858827,3.061889306046022
57,622,636.5560499999997,0.4370409162542407,0.7267908481408184,0.6914529013462696,0.33764055769356316,3.0388982940029887
58,627,664.2323999999999,0.49617237703825995,0.7204354207691968,0.4349363746489769,0.1605654623736347,3.984196041157423
59,632,691.90875,0.3567021427898574,0.6586131855292037,0.4907173843057814,0.1365265094263691,4.465993364445255
60,637,719.5850999999998,0.18218428124645367,0.8106572358073699,0.37594836980043245,0.14155408811216147,3.7375145130629073
61,642,747.26145,0.22404865078136735,0.29149354358288,0.5570657085507806,0.07989783735926623,2.000043634017627
62,647,774.9377999999997,0.4197801938763576,0.752268599613292,0.27000927120532836,0.14821447217774258,3.0665581698714024
63,652,802.6141499999999,3.747999178721296,0.7679931333995463,0.1249273064867496,0.17108166432657304,3.1084320601543216
64,657,830.2904999999996,3.7499142479401093,0.26946122425943503,0.10273873065777088,0.06526973477042113,4.999999974085233
65,662,857.9668499999998,0.05462651757004933,0.010059885377825662,1.7490217725740966,1.2249232421072167,2.7720814039553576
66,667,885.6432,0.24485715916535136,0.35206326931489224,0.443809244089716,0.07536296409011103,4.999899422445262
67,672,913.3195499999997,0.5983985582660057,0.01,0.5461546417354398,0.03,2.000315893937626
68,678,946.5311699999997,0.4323505123351882,0.3150671653795504,0.18441380931508786,0.04190476048202259,3.0781323254667927
69,683,974.2075199999999,0.1070627108268102,0.4875602299232967,0.29390523885080083,0.4607613624151089,3.1702012594227686
