,lineout pixel,Time (ps),amp1_general,amp2_general
0,221,-73.22,0.37108949472828967,0.6992892751848829
1,259,125.52000000000001,0.06562623210581166,0.0848158629171943
2,298,329.49,0.05540243618939839,0.07273185194940324
3,336,528.23,0.08244961649146537,0.06179638143450294
4,374,726.97,0.09663461143444949,0.05560127393814928
5,412,925.71,0.08661422211784199,0.0427797939178637
