,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Te_electron,Ti_ion-1,Z_ion-1
0,242,-823.33338624,1.1359830107010958,19.933727278656058,8.543967944871877,0.12287972164062261,0.11,3.9100383368966316
1,250,-800.2933862399999,0.9289840952091317,19.933815062651092,8.839052041565974,0.12286126179035174,0.11,3.8944339494160576
2,259,-774.37338624,1.0230352221249646,19.93385612639156,8.907066784828054,0.12289376434497679,0.11,4.260906526118658
3,268,-748.4533862399999,1.1317047165599425,19.93385465104768,8.342931598895003,0.12290650448500598,0.11,4.36350922771751
4,276,-725.4133862399999,1.0019193912653337,-5.496639764013018,8.753767263739604,0.49999990203955047,0.11,1.3876268590218306
5,285,-699.49338624,1.1691238583806296,19.94113825186208,8.622160890170246,0.499999902039555,0.11,1.4234561653095654
6,294,-673.5733862399999,1.437576831395078,19.94103522769276,8.773655538161744,0.49999990203958083,0.11,1.5676865234047779
7,302,-650.5333862399999,1.2211281901212643,19.941035184000008,8.581027535166783,0.4999999020395916,0.11,1.6971631825781484
8,311,-624.61338624,1.0873261625139035,19.941076233866184,9.074896959612268,0.49999990203958683,0.11,1.6717417505503385
9,320,-598.6933862399999,1.361848461871623,19.940970264244918,8.8745640484866,0.4999999020395998,0.11,1.7241773032083105
10,329,-572.7733862399999,1.2905119532510223,19.94092921679863,8.517194564505502,0.4999999020396076,0.11,1.7830204601962785
11,337,-549.73338624,1.3524516009626941,19.94086499829382,8.357721024716827,0.4999999020396118,0.11,1.7471992614313236
12,346,-523.8133862399999,0.869151473771581,19.988242705809604,9.999989727998795,0.4999999020301321,0.11,1.2522945481867984
13,355,-497.8933862399999,0.657744595596753,19.988254074889007,9.99998972851547,0.4999999020300324,0.11,1.117605000890316
14,363,-474.85338623999996,0.6428712580369448,19.988274623262477,9.999989729218019,0.4999999020299904,0.11,1.1264365136797618
