,lineout pixel,Radius (\mum),lam_general,amp1_general,amp2_general,amp3_general,Te_electron,ne_electron,m_electron
0,516,1.3990956480001842,526.4411821541357,1.0104138361652801,1.0104138361652801,0.6972107700802807,0.08199700926088083,0.09632065988334632,2.029151584047116
1,524,24.439095648000148,526.4385774733499,1.0104138361652801,1.0104138361652801,0.6524174379715576,0.07747348479989764,0.09543981329484402,2.029128946373874
2,533,50.35909564799999,526.434253320656,1.0104138361652801,1.0104138361652801,0.6232789431161824,0.05953766231801359,0.09316917008966787,2.029031026821066
3,542,76.27909564800007,526.4332622542028,1.0104138361652801,1.0104138361652801,0.6940998988112048,0.06291693211985262,0.09340911731129253,2.029051140750848
4,550,99.31909564800003,526.425886062037,1.0104138361652801,1.0104138361652801,0.7948063856970958,0.05482839118163342,0.09247500061795896,2.029000461239167
5,559,125.2390956480001,526.4260349387097,1.0104138361652801,1.0104138361652801,0.746469952486261,0.05083986519226069,0.09184175730512616,2.0289708845481997
