,lineout pixel,Radius (\mum),Te_electron,ne_electron,amp1_general,amp2_general
0,358,-952.1792999999998,0.5402253090231244,1.9983497534636467,0.010000003313670954,2.0163876964549723
1,368,-900.8792999999998,0.010101565266694172,0.19775002184635465,0.010000000000008025,2.214736195022826
2,378,-849.5792999999999,0.31473204214289097,0.40852307076197913,0.37577490694400356,1.0698118656961861
3,388,-798.2792999999999,0.31813774660843136,1.0264925023601155,0.15196365382476007,1.110145301147303
4,397,-752.1092999999998,0.17566434468637895,0.26768068912360743,0.042018405767762945,1.189787011442459
5,407,-700.8092999999999,0.12677429930436382,0.3593353265464547,0.018223538856663363,1.1812179869374289
6,417,-649.5092999999997,0.17553148357370704,0.10000055645456032,0.14833337862212956,1.1439258738404932
7,427,-598.2093,0.20198709746690813,0.10000054163352738,0.0838884780894704,1.1754977785347906
8,436,-552.0392999999999,0.17990262520195857,0.11534722551542285,0.026247957872778685,1.2451338247149182
9,446,-500.73929999999973,0.18002084861124196,0.11515859216139238,0.03470640865148946,1.2461960090196318
10,456,-449.4393,0.5137228970691711,0.12734109284405642,0.15155927309539635,0.46711963209533797
11,466,-398.1392999999998,0.12281369994777824,0.35186823099663955,0.052226933355259374,0.5766521157537642
12,475,-351.96929999999975,0.1965950112781368,0.12434520247259484,0.01072936511545015,1.2466790010314566
13,485,-300.6693,0.27528544682032396,0.10000032179083755,0.06532698518855182,0.7127890958660755
