,lineout pixel,Radius (\mum),Te_electron,ne_electron,amp1_general,amp2_general
0,329,-960.7845338550003,0.07674552904050985,0.13867219503549294,0.2110393778787238,0.44614773402265934
1,348,-863.3145338550003,0.5982119615379298,0.06012960470015106,0.23847692859718808,0.17852695891260373
2,367,-765.8445338550002,0.16422595083565336,0.07685171262497997,0.7779213461379582,0.7986869664731333
3,386,-668.3745338550002,0.1976972207854818,0.09976713980092193,0.7041773291893196,0.5667068949722681
4,406,-565.7745338550003,0.2187174179270112,0.12820543362813253,0.7039552507256363,0.7451363736492408
5,425,-468.30453385500005,0.2690483584519486,0.15691751343390856,0.6678420454981989,0.772858423378532
6,444,-370.83453385500025,0.2784516500406495,0.18119748973989808,0.6649210172324863,1.0573680027530978
7,463,-273.364533855,0.28078724474833505,0.19071183565272354,0.6926485086699116,0.8581413045189947
8,482,-175.8945338550002,0.29957287546852684,0.18851603776763326,0.6168261209848183,0.9679952135687427
9,501,-78.42453385500039,0.3071981009942919,0.18760158392265483,0.6735904565128681,0.7615231900979065
10,520,19.045466144999864,0.28218853896822993,0.19613556448576963,0.6028493527454055,0.9604209994954569
11,539,116.51546614499966,0.3036641190479192,0.18623236175920146,0.6160279949547034,0.864700614353796
12,558,213.98546614499992,0.29009165464910636,0.18751252549568243,0.7072566762614111,0.8397945451296783
13,577,311.4554661449997,0.27027096799085526,0.19241163642380502,0.6629928526670272,0.9587131839952894
14,597,414.0554661449996,0.27775192579767766,0.18938416138763997,0.4900144104888673,0.9532363313698319
15,616,511.5254661449999,0.278451725118734,0.16089636553422312,0.5918148566377778,0.6186455560519213
16,635,608.9954661449997,0.2870042087943766,0.13488009098775275,0.5111506465034191,0.8672364840186655
17,654,706.4654661449999,0.22404081720447774,0.11313653338711695,0.5852036857642234,0.773133562365123
18,673,803.9354661449997,0.19789132911345883,0.0848368314976834,0.5421549285828992,0.7128806355688755
19,692,901.405466145,2.0,0.030003349621931307,0.0952274599547533,0.1223549543544204
