,lineout pixel,Radius (\mum),lam_general,amp1_general,amp2_general,amp3_general,Te_electron,ne_electron,m_electron
0,522,0.16416000000003805,526.5627032481702,1.0104138361652801,1.0104138361652801,0.5009104066916491,0.6399888547726497,0.13983371925475285,2.029986826017382
1,531,26.084159999999883,526.5941175109118,1.0104138361652801,1.0104138361652801,0.5421499460520145,0.6141854980851045,0.13894013714052972,2.0299607745272548
2,539,49.124160000000074,526.6341682746584,1.0104138361652801,1.0104138361652801,0.5899660767036641,0.5953957723257673,0.13593122388503187,2.0299421582004835
3,548,75.04415999999992,526.5694974821529,1.0104138361652801,1.0104138361652801,0.47216593542889085,0.656403816491454,0.14300118517248972,2.0300025289226977
4,557,100.96415999999999,526.5771953414655,1.0104138361652801,1.0104138361652801,0.47047174822951177,0.6650887219371676,0.14439438196942211,2.030006278427675
5,565,124.00415999999996,526.579904253677,1.0104138361652801,1.0104138361652801,0.5048675894382824,0.6711089666916746,0.14308597339432508,2.030014532450507
