,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron,m_electron
0,143,-1101.385724350804,0.6144335644390869,0.8412937561470484,0.2305870065794496,0.20286590188324452,2.029944073775873
1,147,-1089.865724350804,0.17108341805337265,0.10754582699195946,0.17508557250487083,0.48794465937422654,2.0307093545159143
2,150,-1081.2257243508038,0.1710849030967021,0.10754595503231494,0.17531234124561004,0.48794860002507673,2.0307093590030347
3,154,-1069.7057243508038,0.17108725102588668,0.10754618435392016,0.17535162867353157,0.4879492882744421,2.0307094660530876
4,157,-1061.065724350804,0.17108884774008,0.10754646796143727,0.17534159439240463,0.4879490713443199,2.030709558506484
5,161,-1049.545724350804,0.1711039432031942,0.10755077984186416,0.1753481288711693,0.4879488052975556,2.0307105096835376
6,164,-1040.905724350804,0.17110549314871834,0.10755118355964972,0.17534277614114596,0.4879486689838121,2.030710606642784
7,168,-1029.385724350804,0.1711497473325929,0.10756001937830285,0.17535443059393105,0.4879480050536442,2.0307131538890126
8,171,-1020.745724350804,0.17172948515205483,0.1076668332778448,0.1721466616733614,0.4878764348472596,2.0307468169889304
9,175,-1009.225724350804,0.1717312547991093,0.10766714629430983,0.17214211028830906,0.48787635770997173,2.0307469190086036
