,lineout pixel,Radius (\mum),amp1_general,amp2_general,Te_electron,ne_electron,m_electron
0,256,-775.945724350804,0.5553289043094832,0.8363343645662189,0.22214755440793327,0.1386110730515379,2.0298332294542587
