,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Z_ion-1
0,247,-801.8657243508039,1.0098136633865364,-0.4394019772225022,0.2506671292066365,4.960394592511352
1,254,-781.705724350804,1.0084361482168538,-0.6895838329864574,0.9054710932248806,4.960380628304078
2,261,-761.545724350804,1.0046694325031695,-1.248063122336248,2.272335276174198,4.960342581366286
3,268,-741.3857243508039,1.0057697618045625,-2.455343133901401,1.735664095557162,4.960405704234864
4,275,-721.225724350804,1.004621305262471,-3.219012812379397,2.2985182956987344,4.960410677315988
5,282,-701.065724350804,1.0050159555143277,-2.8717271267323525,2.1286916045746267,4.960411397697895
