,initial_losses,losses,initial_reduced_losses,reduced_losses
0,0.1806093033372601,0.1806093033372601,0.16419027576114553,0.16419027576114553
1,0.3388332198905186,0.3388332198905186,0.3080301999004714,0.3080301999004714
2,1.8259792469551106,1.8259792469551106,1.659981133595555,1.659981133595555
3,0.47298696791538053,0.47298696791538053,0.4299881526503459,0.4299881526503459
4,0.2159933541023135,0.2159933541023135,0.1963575946384668,0.1963575946384668
5,0.17433742879937303,0.17433742879937303,0.15848857163579366,0.15848857163579366
6,1.920161945172412,1.920161945172412,1.745601768338556,1.745601768338556
7,0.5892611675101873,0.5892611675101873,0.5356919704638066,0.5356919704638066
8,0.615583385380656,0.615583385380656,0.55962125943696,0.55962125943696
9,0.9118930736262254,0.9118930736262254,0.8289937032965685,0.8289937032965685
10,2.9026129471590174,2.9026129471590174,2.638739042871834,2.638739042871834
11,1.6586137480301892,1.6586137480301892,1.5078306800274446,1.5078306800274446
12,3.6915600290628108,3.6915600290628108,3.355963662784373,3.355963662784373
13,4.901595449176417,4.901595449176417,4.455995862887652,4.455995862887652
14,1.2111039766348377,1.2111039766348377,1.1010036151225797,1.1010036151225797
15,1.9683325087793002,1.9683325087793002,1.7893931897993638,1.7893931897993638
16,1.619620840344319,1.619620840344319,1.472382582131199,1.472382582131199
17,3.0846511161839,3.0846511161839,2.804228287439909,2.804228287439909
18,2.599563583439385,2.599563583439385,2.363239621308532,2.363239621308532
19,1.3777716353388627,1.3777716353388627,1.2525196684898752,1.2525196684898752
20,1.9339620548357395,1.9339620548357395,1.758147322577945,1.758147322577945
21,2.6659840331724953,2.6659840331724953,2.423621848338632,2.423621848338632
22,6.411099917295385,6.411099917295385,5.828272652086713,5.828272652086713
23,1.481224360862405,1.481224360862405,1.3465676007840044,1.3465676007840044
24,1.1923097447152113,1.1923097447152113,1.0839179497411011,1.0839179497411011
25,1.0729344520052715,1.0729344520052715,0.9753949563684285,0.9753949563684285
26,2.0654092116558544,2.0654092116558544,1.8776447378689585,1.8776447378689585
27,0.7416285786925185,0.7416285786925185,0.6742077988113804,0.6742077988113804
28,1.669651581580247,1.669651581580247,1.5178650741638609,1.5178650741638609
29,0.8374566332371502,0.8374566332371502,0.7613242120337729,0.7613242120337729
