,lineout pixel,Radius (\mum),Te_electron,Ti_ion-1,lam_general,amp3_general,ud_general
0,765,598.7155200000002,0.037604401655767915,0.018686631041483513,526.3553507715953,0.7040367368270907,-7.602156168293611
1,814,751.51271,0.29545383287994437,0.09211248091685237,526.29242075829,0.6193551323444474,-9.626845935358629
2,862,901.1915899999999,0.30348715339079885,0.13191011443051487,526.1629698286952,0.7757784473839726,-5.624984609959348
3,910,1050.8704700000003,0.3658299853742332,0.15759378913513755,526.5768485596959,0.46517944259993854,-0.36302899534477007
4,958,1200.5493500000002,0.49282309492205584,0.210612104606052,526.4706103043055,0.3492987995962014,6.760026157274567
5,1006,1350.2282300000002,0.32171175223290666,0.1417469263457335,526.644340839188,0.6214260791390216,2.671863360901689
