,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Te_electron,Ti_ion-1,Z_ion-1
0,337,-549.73338624,1.1585300634158333,22.586307017164437,8.871834904791164,0.16018978990840482,0.16999999999934665,5.116864728410436
1,344,-529.57338624,1.0378967667579102,22.66593106758284,8.959448162402332,0.15976684351869977,0.16999999999994714,4.678363680012046
2,351,-509.4133862399999,0.9117208397433341,24.999860496321013,9.999983624115906,0.15034054631641902,0.1699999999840318,5.128672955144938
3,358,-489.2533862399998,0.6013948784132592,24.994091085834732,9.999999994760561,0.1510030084775368,0.16999999455214881,4.489051033681842
4,365,-469.09338624,0.6226977609608533,24.99982482863733,9.999999999492879,0.15033712495887658,0.16999998944005493,4.605381316871851
5,372,-448.9333862399999,0.9668331800937742,25.0,10.0,0.15000011838243962,0.12741380987464168,4.88348596298683
6,379,-428.77338624000004,0.8736787325778664,24.999457485456205,8.10802538657726,0.1525027685400391,0.17,5.095944489923641
7,386,-408.61338623999995,0.6484025313511016,24.999999999524903,9.999999999996994,0.15001356725093576,0.17,4.626809755679751
8,393,-388.4533862399999,0.7443164935987985,24.999999999516945,10.0,0.15001059515678292,0.17,4.651360435118203
9,400,-368.29338624,0.8788716441996891,24.99999999998485,10.0,0.15000791189299303,0.13189987671625172,4.6058624221549564
