,lineout pixel,Radius (\mum),Te_electron,ne_electron,amp1_general,amp2_general
0,563,99.44990964900035,0.18779787294247954,0.12310227609093266,0.042790607005037104,1.2981368488392968
1,565,109.70990964900011,0.18568723442461085,0.12485597794489814,0.04335015829516737,1.3287266109159783
2,567,119.96990964900033,0.19734708004490337,0.12246754765433085,0.07410512608323178,1.2327052058145849
3,569,130.2299096490001,0.22429003572623046,0.11586402171773946,0.11090548866291516,1.2456430205542777
4,571,140.4899096490003,0.21136144447179106,0.11806870943441736,0.07957935723038169,1.2070367278119791
5,573,150.74990964900007,0.20643725140409075,0.11771448908568469,0.06452011506717518,1.2355713569123814
6,575,161.0099096490003,0.20863059081058732,0.11390445671236235,0.0649606096253578,1.265725148862963
7,577,171.26990964900006,0.1954698803835531,0.11886039406641913,0.034368612075943536,1.2581680730414562
8,579,181.52990964900027,0.1879353459198305,0.12243731598042124,0.03775136503346497,1.2865550059688426
9,581,191.78990964900004,0.18988555685070654,0.11967775519325295,0.03396313401003545,1.291168671988127
10,583,202.04990964900026,0.18367553619179716,0.12034995712781518,0.046259568921955374,1.2614678279984979
11,585,212.30990964900002,0.18705003046971774,0.11970885029021569,0.061141763518933245,1.253988230761011
12,586,217.43990964900013,0.19086299422423134,0.11895729012610534,0.061934895865721186,1.254443793194117
13,588,227.69990964900035,0.19666407772689826,0.1182073089510127,0.0649546969207692,1.3017902338358904
14,590,237.9599096490001,0.20049758869355047,0.1166920210661172,0.06968838775776467,1.3136948736135488
15,592,248.21990964900033,0.1995868470143106,0.11639269312463833,0.05659250911437643,1.353237863883984
16,594,258.4799096490001,0.18878372102675453,0.12028545463299037,0.021293825574003136,1.3142535940911155
17,596,268.7399096490003,0.1828663449589589,0.12377493064965972,0.020829737353138075,1.254398873868217
18,598,278.9999096490001,0.18886017141870812,0.11994054056337752,0.048566265381297075,1.2138003129333117
19,600,289.2599096490003,0.18587505886076408,0.11547844237627128,0.0531957976082869,1.2577831044764298
20,602,299.51990964900006,0.18638558620667903,0.11354293780464,0.04281986996490664,1.2501799298240648
21,604,309.7799096490003,0.18945821706723834,0.11328380108084461,0.07570611896447489,1.2807527521696465
22,606,320.03990964900004,0.18501797912632245,0.11298975414934456,0.11869446724706723,1.2547688505303236
23,608,330.29990964900026,0.18688701950915712,0.10845268335912688,0.125860158565313,1.2583470788448836
24,610,340.559909649,0.18523574526410325,0.10588944162836425,0.07320973941735315,1.2515183150152371
25,612,350.81990964900024,0.1865814875023207,0.10191344524974419,0.07388810254808266,1.2780318077641712
26,614,361.079909649,0.18267522356644025,0.10146276355465342,0.08709320534992315,1.1966719803584127
27,616,371.3399096490002,0.17986448259554627,0.1038857694780654,0.09598128262983059,1.2043535457770862
28,618,381.599909649,0.18175102761525322,0.10381369732539791,0.10447013468446599,1.2492026861458458
29,620,391.8599096490002,0.18036322969032534,0.1035755774492294,0.10840690839707534,1.2388009607617294
30,622,402.11990964899996,0.1835185729738927,0.09984379308233363,0.12948354310100527,1.1850397940515405
31,624,412.3799096490002,0.18063129343765558,0.09647888625157278,0.14447845729422423,1.2336917811422372
32,625,417.5099096490003,0.17375040344627815,0.0969817698285139,0.1485096395129754,1.2108016423866366
33,627,427.76990964900006,0.16846589731090553,0.09785685255130744,0.14976780648371116,1.2602347851623785
34,629,438.0299096490003,0.18646621701162114,0.09374386033501077,0.16738946102916535,1.1678798063764049
35,631,448.28990964900004,0.20993779496961942,0.08629048331768634,0.2548817489313037,1.174976804827765
36,633,458.54990964900026,0.18891465674696162,0.08381479604112936,0.18923274008314198,1.2041019756266924
37,635,468.809909649,0.03243101842729695,0.08309437512416172,0.09061716120550514,0.07775476125565665
38,637,479.06990964900024,0.16873543075084285,0.08739471035155812,0.13497567979982444,1.1413786744272603
39,639,489.329909649,0.18368594333695656,0.08393894790883775,0.21094251843695008,1.113012973278972
40,641,499.5899096490002,0.179625946119403,0.0813916692750811,0.2003978061319762,1.3171695162306984
41,643,509.849909649,0.16255659133514588,0.08173192032970635,0.20065209828976494,1.19671752355302
42,645,520.1099096490002,0.1505152646038904,0.08321280013402026,0.19991370839814648,1.1767099405603905
43,647,530.369909649,0.16135563699485486,0.08038493944059838,0.24212996585665442,1.1930739918765907
44,649,540.6299096490002,0.1356502949415534,0.3771098517969087,1.476873428143587,3.749999983726188
45,651,550.889909649,0.13164380803848963,0.3543439717287222,0.1968539094673528,3.6701847323092935
46,653,561.1499096490002,0.07780446616029839,0.15258495953797607,0.10645833035885265,0.2262843002613339
47,655,571.4099096489999,0.054627352332169664,0.08930176422316692,0.11733487510435571,0.2914509738280264
48,657,581.6699096490001,0.1751511509822346,0.07000011557625578,0.4138051190181084,1.196474563715047
49,659,591.9299096489999,1.9906331236371388,0.07000000911613345,0.08866801402128804,0.3351227290095946
