,lineout pixel,Time (ps),Te_species1,ne_species1,amp1_general,amp2_general
0,290,1455,0.1893991423092606,0.08586734892753264,0.9714387788079429,0.9867003482768222
1,300,1505,0.3014347029547528,0.1212891103041132,0.7007448238875648,0.7239139377440266
2,310,1555,0.405286196211608,0.1552637069972175,0.9659491727921931,0.4039196502873309
3,320,1605,0.07637252418730259,0.18942254588597457,0.35842761656078903,0.35701049351028685
4,330,1655,0.7987381546906653,0.19848902842710586,0.6742980953548823,0.8905917207516889
5,340,1705,0.5964204311694221,0.2367676805473839,0.8716759350043237,0.3442291694240397
6,350,1755,0.7566536426380203,0.20843346470571178,0.6952641926018122,0.46639325826772415
7,360,1805,0.8522141200058175,0.21522424992619155,0.6477044234217971,0.43817692142706344
8,370,1855,0.8700570752565384,0.2198707842365072,0.6096784801038462,0.4315662528470872
9,380,1905,0.8675213452572401,0.2212836807644668,0.6279542942193717,0.46327940415695945
10,390,1955,0.8438656575057794,0.23866248817264943,0.6356745331721954,0.4246295714542654
11,400,2005,0.8716673166593398,0.2457839169600346,0.6455844471604926,0.3931149528658253
12,410,2055,0.055532615143227645,0.13961424123574376,0.3251383483440784,0.34681358222483677
13,420,2105,0.12265173480914515,0.3552289022258751,0.3167365308487543,0.3180696213691536
14,430,2155,0.09544536642631106,0.1932122047604345,0.320591942871853,0.3293611916656905
15,440,2205,0.08303372289356797,0.12271684998167144,0.22337967375280823,0.2785228012869354
16,450,2255,0.08208750471688771,0.2217999124499447,0.2678950762434338,0.3380953748320168
17,460,2305,0.14977400180458503,0.22179311321353307,0.27509421022722835,0.2797520590593466
18,470,2355,0.920137180959285,0.24905313135684404,0.6798315735337539,0.40201550184253726
19,480,2405,0.8912192990942127,0.24738344887689429,0.639261307065677,0.3430783838593839
20,490,2455,0.9553909222835723,0.23239684575991962,0.6598259854112998,0.4239965647141803
21,500,2505,0.9301603856598153,0.23378281650577618,0.6469785671727496,0.43118484727699685
22,510,2555,0.9437882611732955,0.22600275715785972,0.6553947864542174,0.40972436380596367
23,520,2605,0.7850383994244372,0.23589846986135968,0.6999061337879092,0.1922855703530264
24,530,2655,0.8228054786058082,0.2075583055853691,0.7265660290941516,0.4909559218272672
25,540,2705,0.7534656171314571,0.19921249961299156,0.6767370225619813,0.4203330965067728
26,550,2755,0.749959869440678,0.18997464160751637,0.6420026611080533,0.3910899466182083
27,560,2805,1.0681461132471726,0.16935723456127794,0.5234434225760644,0.5127633295719956
28,570,2855,1.0592054464898388,0.1716352241821105,0.5300727140596065,0.4955183028416258
29,580,2905,0.8400723663055614,0.16143090849320393,0.537212742270183,0.3850727060949182
30,590,2955,1.25,0.16078874463757906,0.5174483240191371,0.5320937316384946
31,600,3005,1.25,0.15505145082112362,0.49226008522252707,0.4844577100306433
32,610,3055,0.5023030725342118,0.16824605998900183,0.6518057714984415,0.32224064477477815
33,620,3105,0.4515382101572783,0.16906725530437416,0.6937044131210204,0.26988016176283075
34,630,3155,1.25,0.14113565575239628,0.42137031428964444,0.32608257374401967
35,640,3205,1.25,0.14331628247606487,0.4668703623633681,0.47678617851661365
36,650,3255,1.25,0.14593179963655362,0.4661484919504054,0.4710477667822241
37,660,3305,1.25,0.13622897252675287,0.45218856247753086,0.4636420998222023
38,670,3355,1.25,0.12478127490576113,0.4052634476675118,0.3514333140031603
39,680,3405,1.25,0.14947890849393952,0.5408805190931522,0.6244287319276447
40,690,3455,1.25,0.1732842938895705,0.5942993933139169,0.512685354203058
41,700,3505,1.25,0.22508229086999562,0.83500056385218,0.7284286723014533
