,lineout pixel,Radius (\mum),amp3_general,ud_general,Va_general,Te_electron,Ti_ion-1,Z_ion-1
0,242,-816.265724350804,0.8851208570962472,17.875239204875363,1.7055570863797413,0.11477377578303728,0.13424369156483892,5.441803872295321
1,253,-784.585724350804,1.008661872523949,19.79014035254577,0.967043413744129,0.09619633728544381,0.1250697913840825,6.2850045730002835
2,263,-755.785724350804,0.9927392990654321,19.999500136212603,0.7472150305549725,0.07867533809476007,0.13751671358953305,6.944814896155304
3,274,-724.1057243508039,0.987968140667934,19.99998897475887,0.3252396444715835,0.07053428796411854,0.12772499433258916,6.98569177663611
4,284,-695.305724350804,0.97311607606598,19.999992800319177,0.4589985714093672,0.06946300983744975,0.14622137930475457,6.988347884952727
5,295,-663.6257243508039,0.9823638682856353,19.9999832151639,0.6245598188938217,0.07331849081529968,0.1547705325580447,6.982945736786311
6,305,-634.825724350804,1.0071071266574352,20.0,0.6428593868970829,0.08070013012688937,0.15911766093973562,7.0
7,315,-606.025724350804,1.048397890711292,20.0,0.5163596292153478,0.0816142696162941,0.15231813387682808,7.0
8,326,-574.345724350804,1.0199268980675493,19.99958570435558,0.5347964885039929,0.08521050611118995,0.15220253017971516,7.0
9,336,-545.545724350804,1.1022394812035157,19.999988945724915,0.4561324176608039,0.10383871791963882,0.13968702047327322,5.837849344103518
10,347,-513.8657243508039,1.0799838197502438,19.999992792702457,0.5653897922128657,0.0923953707427647,0.15616788192367076,6.915518612620289
11,357,-485.065724350804,1.063271734290793,19.99998321554837,0.7357689479662035,0.09439797232917144,0.151363778981404,6.996762903137273
