,lineout pixel,Radius (\mum),Te_electron,ne_electron,m_electron,amp1_general,amp2_general,amp3_general,ud_general,Va_general,Ti_ion-1,Z_ion-1
0,247,-808.9332479999998,0.1704114342760774,0.05938202620402816,2.120244503755423,0.6232893932116392,0.8617667513139624,0.9819160027134075,16.401984802542408,8.61555845921973,0.09816078262893761,3.295641695359543
1,258,-777.2532479999999,0.16811242139247642,0.067677126617061,2.1158950515298525,0.5847153826847642,0.9520002269610565,0.9995220013193443,14.896500508356908,8.637440534445826,0.09814791369706609,3.345510918818209
2,268,-748.4532479999998,0.16446552426451605,0.07484881912544586,2.105207497510128,0.7647365453491088,0.8865011018025303,0.9387783793849377,13.950536225327426,8.37926260616912,0.11815315507280644,3.5341066139285338
3,279,-716.7732479999999,0.1592119658815017,0.08329372857730105,2.120934731199577,0.7221209193558876,0.7957613443283811,0.8185921133814587,-3.8927531775518176,8.624404982625727,0.12107945938935574,3.479269959356716
4,289,-687.9732479999999,0.1804182739172222,0.08997699229025907,2.1155201179835292,0.7320800439670689,0.8282627983862703,0.8622743388883289,-14.951219637238804,8.86152271816546,0.1424615308695057,3.240449995966436
5,299,-659.1732479999998,0.1910716428989681,0.09588080997321086,2.1155613615742537,0.721204820872215,0.7889985568482213,1.2762329749607044,2.5886901892942333,8.51758622114468,0.061525831561958406,4.724327984073584
6,310,-627.4932479999999,0.20734981504660116,0.09941031817627871,2.1103941585234507,0.7265274178277995,0.696502218851403,1.035168009298831,24.160325806765485,9.21134098453286,0.12379506202168829,3.5702709770843266
7,320,-598.6932479999998,0.15572923225459803,0.12571519024138544,2.1765618475996695,0.12686164254571042,0.7213188451995485,0.9838274932629367,7.771578089389109,9.013940307052128,0.16682517715511322,4.43736920957564
8,331,-567.0132479999999,0.24099312709964377,0.1142425148220863,2.0833858141209745,0.6136584522210217,0.807269745406075,0.9556827927357693,16.55411589000059,8.707460234064705,0.16403645326684765,3.2756826043494995
9,341,-538.2132479999999,0.22377914773782553,0.126545574061327,2.1033235331128135,0.7137208811241192,0.7632419099075197,0.8739383976803985,-13.239220031724347,8.856026241064196,0.19295269982872784,3.1424828062960604
10,351,-509.41324799999984,0.2655050226964798,0.13111655760343432,2.0925533115769883,0.6750889850886399,0.985957353710489,0.6406329498282014,18.027518310245824,9.337699670312954,0.22196842575270392,2.665147808651879
11,362,-477.7332479999998,0.25589357993947237,0.14621939932949152,2.0309656447326976,0.677275781627596,0.7381530435976298,0.4007756532038555,3.254356332120935,9.364766966868192,0.26403845639480644,3.0606064079977617
12,372,-448.9332479999998,0.2786054736807256,0.15199561304605744,2.0884087951779677,0.6410135094236262,0.8808183408231506,0.6783347712568341,18.664767345314985,9.559795008546505,0.13558390802798398,2.357691098678625
13,383,-417.25324799999976,0.09856843713532329,0.148177322296495,2.1695418163462445,0.12862978643371617,0.32199142401388875,0.43172726850374726,14.401680993104023,9.337602634708524,0.16111759455885247,4.365626029892693
14,393,-388.4532479999998,0.2807685601110976,0.16910902840194647,2.0792414089493207,0.671863861598816,0.9766711041453997,0.5469969484506317,7.618031681643998,8.470773898046083,0.24183432289937787,3.102646581335836
