,lineout pixel,Radius (\mum),Va_general,amp3_general,ud_general,Te_species1,Ti_species2,Z_species2
0,400,-298.48,3.702806007779198,1.049181673273205,38.5107859559064,0.4420641385788246,0.5809211725070839,13.629971765705173
1,405,-284.1300000000001,2.378357252292669,1.0546844998587395,37.18463822192524,0.39070887855212527,0.5306724543638891,13.335623215196888
2,410,-269.7800000000002,1.3143290094945148,1.0354252605792373,36.85585399382569,0.3446334104624077,0.5100354035723594,13.451889298561058
3,415,-255.43000000000006,2.918071115360097,1.051222753503728,39.67144094035335,0.45296476654454215,0.5943460123564167,13.169088553755874
4,420,-241.08000000000015,-1.0292471954072957,1.0608093716993625,38.666235612196374,0.20529543197178002,0.30738183412125036,13.260257339890535
5,425,-226.73000000000002,2.938290400505561,1.0582417338600725,38.627347359151365,0.43236307649390143,0.5704866437881595,13.656303846429644
6,430,-212.3800000000001,1.7734076363472262,1.0288446133591334,38.687522980471954,0.4016023791445747,0.5540564721189893,13.684664689999952
7,435,-198.0300000000002,2.17722078831464,1.061140577425386,39.11268587090484,0.42354588354299366,0.5550719979032658,13.53633991874884
8,440,-183.68000000000006,2.306807844241301,1.07776208758728,39.24051829566324,0.43034715308448057,0.5484307569431167,13.463098220316523
9,445,-169.33000000000015,0.4038827682645829,1.0147140354938615,39.435776688899324,0.33796437002840846,0.5054419821451825,14.289537645623394
10,450,-154.98000000000002,-0.739655963596253,0.9194355079798294,38.644994203688924,0.4718259406326084,0.6578681900407677,13.685784996288838
11,455,-140.6300000000001,1.0540351039394102,1.0257135714312065,38.224017051762175,0.44971129008071103,0.6278067873234938,13.56728352200169
12,460,-126.2800000000002,1.0399239767041268,1.0048142283611619,38.23012109519104,0.4644067813749708,0.6153375812934467,13.683137190735732
13,465,-111.93000000000006,0.14152841752766987,1.000658387119885,37.97041390313267,0.45967774639493897,0.6358357420351637,13.64832047756187
14,470,-97.58000000000015,0.8286202240061624,1.0095576896633116,37.896526451487134,0.4601465765208372,0.6182469414369857,13.652451291528644
15,475,-83.23000000000002,0.9713474692491331,1.0163421572637443,38.40921377462865,0.462941580169763,0.5942486238489227,13.728285920096704
16,480,-68.88000000000011,0.5965981933472286,0.9997229385992344,38.22535466201407,0.4596394940047212,0.6153589295662911,13.77782996561012
17,485,-54.52999999999997,0.5125108735919248,1.006092524198406,38.35998750452194,0.4870047321144586,0.6281943784904221,13.93645661869273
18,490,-40.180000000000064,0.44769701484286717,1.0066440302258037,38.37625587469382,0.49590386020755034,0.6489801306234243,13.999290623666509
19,495,-25.830000000000155,0.17348220389416857,1.0064719338335821,38.36318395428124,0.49009175052265797,0.6588203100802996,13.911564402744165
20,500,-11.480000000000018,0.3813158486776347,0.9926678735002499,39.36730309847536,0.5595980522553851,0.8040281542120191,14.193020811238325
21,505,2.869999999999891,0.5295707941658767,0.9698078958624918,38.86332213213408,0.5554747009602345,0.7462696637762678,14.529842223494395
22,510,17.220000000000027,0.9553438718635654,0.9887864437914882,39.62431182854051,0.5571193365108017,0.6957232233838899,14.606318189036433
23,515,31.569999999999936,0.7690620551278338,0.9857025964346526,37.877589819119486,0.5782873865871656,0.7414130901469236,14.794904629495761
24,520,45.919999999999845,0.9083778469821358,0.9848433954562087,36.981601608003764,0.5904648332057999,0.7196211415757386,14.807171499291414
25,525,60.26999999999998,0.6471351436338724,0.9474021865835328,40.224604369342984,0.5723520643249789,0.7447922754367069,15.892358753818899
26,530,74.61999999999989,0.9108910301551743,0.983546592107127,37.128151845231926,0.6226376711220474,0.7314559665401209,15.010077101147491
27,535,88.97000000000003,0.8448146634731923,0.9801274391352193,37.23110885426881,0.6282611217939098,0.7276870980863056,15.205644849786925
28,540,103.31999999999994,0.7720617546027042,0.9626639551403353,37.691546589546675,0.6324701737013642,0.7210939422644276,15.168738028417849
29,545,117.66999999999985,0.6104939767027906,0.9668564422181981,37.50410596126914,0.6380727412650407,0.7204823639241273,15.242666466535665
