,lineout pixel,Time (ps),Te_species1,Ti_species2,amp3_general,lam_general,ud_general,Va_general
0,350,1755,0.5584028168789673,0.40124203222498084,1.1634593806080809,526.5791628864739,5.109049616662915,-7.535128321679003
1,355,1780,0.49825405934242795,0.3715209693290876,1.1190699846125203,526.5886748430611,5.258401257445826,-7.002976900509995
2,360,1805,0.5415926095471353,0.3875450763591805,1.100111056376822,526.5697811719888,5.108897292381829,-7.84734204408156
3,365,1830,0.49285182103441477,0.3690886705145323,0.8273062092322329,526.5868258452751,5.25816166540084,-7.055114613966177
4,370,1855,0.5468809820156301,0.3940995862619183,0.9393650953999115,526.5675191215325,5.109044435129171,-7.876279059516977
5,375,1880,0.48779255366485563,0.36569148428941517,0.5767875261958393,526.5871824698681,5.257633690906709,-6.984349080000215
6,380,1905,0.5467015459082357,0.3940025139861361,0.6201292166819056,526.5676000264313,5.10904144125994,-7.870499639725448
7,385,1930,0.47076448258462983,0.3822527579487162,0.5520565362919726,526.5958975426879,5.252246615728604,-6.150708446191733
8,390,1955,0.5522328439564839,0.3911021805606742,0.3508200828255182,526.5490940078441,5.1075253794774,-8.851138871429962
9,395,1980,0.46053844419467566,0.3762955063755026,0.6081065217330156,526.6004852700713,5.249235613789853,-5.966477414678156
10,400,2005,0.5510995236927346,0.3904082240803463,0.3509820903148788,526.5488966687641,5.107505854396102,-8.851721128045813
11,405,2030,0.4606668359461566,0.3762973712081235,0.6093316574123081,526.6004704358701,5.249234400430001,-5.966625704639925
12,410,2055,0.5288943488266835,0.41722012299187156,0.6875860909468939,526.5672307244588,5.0720364343384405,-7.784257066542089
13,415,2080,0.46116301249317637,0.37648682139219064,0.5894923942449408,526.5992140481983,5.248204862033248,-6.041806078509424
14,420,2105,0.5286772988785016,0.4174993252118785,0.683698010746038,526.5672352816164,5.072005729842514,-7.783779628525506
15,425,2130,0.46036911219565735,0.37773752278691697,0.5849202143086202,526.5992333807806,5.248141830466606,-6.042151785564298
16,430,2155,0.5286791173104828,0.41750060108422266,0.6836978050995223,526.5672364351301,5.072005878161045,-7.783813563971209
17,435,2180,0.46036907658943965,0.377737556802015,0.5849202765734778,526.5992333512709,5.248141828243775,-6.042150973770988
18,440,2205,0.542710362697577,0.4260257504351801,1.061400082905528,526.5647631686463,5.070943664177394,-7.803052938332504
19,445,2230,0.4615079936624019,0.37728434475325917,1.194767861723155,526.6031934768824,5.24930250442555,-5.783138181508037
20,450,2255,0.5427112781889241,0.42602607492089734,1.0614001820370609,526.5647665905858,5.07094370421846,-7.803150614670922
21,455,2280,0.46150808571895835,0.3772843728155801,1.1947672854532925,526.603193953638,5.249302508659461,-5.783149012536531
22,460,2305,0.5427133650737771,0.4260268959424456,1.06140031274518,526.5647701860347,5.070943809794935,-7.803255857129992
23,465,2330,0.4615044665461103,0.3772811424983537,1.1947669828017364,526.6031885773863,5.2493020531199575,-5.782914883191664
24,470,2355,0.541381817083417,0.4241727455097194,0.5551115822953916,526.5657285425932,5.070707415097568,-7.759928638401156
25,475,2380,0.46676150820514295,0.3804080960956283,0.41352632409650847,526.6014361948337,5.25048766184079,-5.842332777832587
26,480,2405,0.5413864148545053,0.4241721140062883,0.5551052423469045,526.56574808634,5.07070767189232,-7.760457019409238
27,485,2430,0.466765443661666,0.38040949994338996,0.41353381128927114,526.6014460867018,5.250487797458625,-5.842647658096047
28,490,2455,0.533383257918067,0.42060452458461417,0.7989298747517676,526.5757882474644,5.07101784420958,-7.210447831032853
29,495,2480,0.4655200463984094,0.37824733428088303,1.093086908484917,526.6107246473703,5.255922789881966,-5.2718957019713795
30,500,2505,0.5333929320837086,0.4206085980026741,0.7989305769561831,526.5758101588044,5.071018417217492,-7.211125380442953
31,505,2530,0.4655198114886627,0.37824664272924785,1.0930868810627654,526.6107216142087,5.255922801905868,-5.2718148108519785
32,510,2555,0.533106956541645,0.42044715532265814,0.798968207970653,526.5758457583262,5.0710202105465685,-7.211629151897859
33,515,2580,0.4655204709243922,0.37825141415558006,1.0930883569207448,526.6107242176375,5.255923294342302,-5.272001619785512
34,520,2605,0.5302000765834245,0.4168147538023338,1.1977919605120524,526.5270319313412,5.073224622529686,-10.260442390314616
35,525,2630,0.46535695727846116,0.37846207922710207,1.147569309488335,526.6107280009101,5.260557342674296,-5.271923225911639
36,530,2655,0.5301999426711818,0.4168147855576129,1.1977919282334852,526.5270316499132,5.073224615128757,-10.260434354492206
37,535,2680,0.46535743105474076,0.3784626534674972,1.1475693292540623,526.610730585272,5.260557353234092,-5.2719912993377935
38,540,2705,0.5300449603216095,0.41693761676084207,1.1977915981359306,526.527042590487,5.07321512924732,-10.260136515236622
39,545,2730,0.46546718425042616,0.37835880060108235,1.1475382818690714,526.6107239371743,5.260572089417179,-5.271944536476138
40,550,2755,0.5301716618953886,0.4169450061136102,1.197770826623141,526.5270455232442,5.073215675644591,-10.260316323104064
41,555,2780,0.4653700646275516,0.3784794241055147,1.147525208621138,526.61072580373,5.260569471790754,-5.272003737727574
42,560,2805,0.5293780210709205,0.41895642000089844,1.0850971008750143,526.5334625738687,5.072558056064658,-9.861990980775328
43,565,2830,0.45141550876381137,0.36911942008685494,0.9967110943537234,526.6084697774711,5.261280266619868,-5.567588782235437
44,570,2855,0.5293809737446522,0.41895792689872235,1.0850967647531333,526.5334846610687,5.07255822367622,-9.86259353319628
45,575,2880,0.45141452362712986,0.3691186466164413,0.996711258561944,526.6084633190238,5.261280230839011,-5.5674184288924025
