,lineout pixel,Radius (\mum),amp1_general,amp2_general,amp3_general,ud_general,Va_general,Te_electron,ne_electron,m_electron,Ti_ion-1,Z_ion-1
0,242,-816.265724350804,0.8677844185335367,1.0280753089519312,1.0680591546791571,17.458873498161168,1.857427671547235,0.1608433715468237,0.07521450606645458,2.026903918541401,0.12197685071015851,4.463863979124147
1,253,-784.585724350804,0.8160194793731687,1.011620546645575,0.9660898184872301,18.33418131219092,0.9332908547796599,0.17172731980262168,0.0795822921585991,2.0195568595721345,0.12196242419331495,3.8316389310668284
2,263,-755.785724350804,0.677087670780574,1.1805546518703316,0.8927279914729265,19.562592398866187,0.7855488117246132,0.19009281320718924,0.09479358042164995,2.0108358130724837,0.1402145534105474,3.1795410587671986
3,274,-724.1057243508039,0.9214883627969517,1.15966889333968,0.853302255668431,19.968611975164343,0.37725431134348497,0.20429028341553393,0.09351304631875298,2.008651507447464,0.13385957528964096,2.7295124094811536
4,284,-695.305724350804,0.801421626013,1.1567819466440181,0.8589419222053881,19.950929065833833,0.39520629353532044,0.20284952762886024,0.1014746104316195,2.0076198556233473,0.14897823904289922,2.6285694838047573
5,295,-663.6257243508039,0.8546168376082935,0.9327359835953101,0.8907437777630783,19.968399482157736,0.569840264580499,0.2089227108480867,0.10521698577294375,2.008058916103626,0.15523368626326836,2.6807682746451453
6,305,-634.825724350804,0.959071247586844,1.2164291229025581,0.9183295174211238,19.999987668908034,0.5966996308791366,0.20258634957658236,0.11219008190973037,2.0022939266607986,0.16028993801921487,2.9932678825411845
7,315,-606.025724350804,0.8901910602433012,1.3061694392437426,0.9929629814007633,19.96182910472723,0.4659221439444181,0.20251412499776272,0.12322218709745018,2.004845943133573,0.1499573736863385,2.977775964192237
8,326,-574.345724350804,0.894909131524337,1.2054928934101061,0.9457857477603163,19.78459972726243,0.4926885279886086,0.21336396139372035,0.1249204252943586,2.004076081768452,0.151617833993344,2.9563128952000226
9,336,-545.545724350804,0.8347583534717202,1.2136035888333614,1.0457029156731663,19.96765309911443,0.4126398359182133,0.23437226867529343,0.12952479979195416,2.0060093696364105,0.13890233025729581,2.694012520782581
10,347,-513.8657243508039,0.7634576912767043,1.3304913600983843,1.0274675252141756,19.947380050891482,0.5163031196145269,0.2262624471091267,0.1373262839127472,2.0053158088234455,0.15422518825792073,2.939304589746433
11,357,-485.065724350804,0.9066010695960102,1.162684347835717,0.9945043089484589,19.966626792661593,0.706617668520483,0.2316545659716672,0.13987740786795014,2.004130292653329,0.15068708561656094,2.9770782492417607
