,lineout pixel,Radius (\mum),Te_electron,amp3_general,ud_general,Va_general,Ti_ion-1,Z_ion-1
0,233,-849.2532479999999,0.08954654638736674,1.010779462100145,19.502620631214157,9.002193833342574,0.10201373540229508,4.960036502033844
1,240,-829.0932479999999,0.09633656629375302,0.9953188425803171,19.507516141720316,8.792146939138195,0.10924859050732696,4.960144863582382
2,247,-808.9332479999998,0.09927268999503311,1.0087404555731156,19.505984223878258,8.768573916942263,0.1119965873127585,4.960131957494648
3,254,-788.7732479999999,0.09419521174900915,0.995138438386944,19.498323652617685,8.747895051160487,0.10997746037038925,4.959994979077324
4,261,-768.6132479999999,0.1022106619461005,1.0248132249804804,19.499160948246853,9.077355250516671,0.1155927072439076,4.960036655335889
5,268,-748.4532479999998,0.10870049777598079,1.020425825739807,19.52394716592069,8.521328390067925,0.1280770658671876,4.960422588122982
6,275,-728.2932479999998,0.11008645746235715,1.0870786336376188,19.49478352423275,8.821316233850077,0.13964330338475126,4.960014102962399
7,282,-708.1332479999999,0.1128108661166553,1.0641330882803666,19.506369619670046,8.678458350102336,0.1371902127249364,4.960202044138223
8,289,-687.9732479999999,0.1119754963789538,1.0599942360962806,19.5006442988188,9.039613533011995,0.1515067526888119,4.960107031992295
9,296,-667.8132479999998,0.12638254846618657,1.079610399933421,19.493670996745273,8.856863888979834,0.15561024870099482,4.96006260541714
10,302,-650.5332479999998,0.13683814374838318,1.0296857012529785,19.50028745147521,8.8290278096963,0.1535851633977813,4.96018826589515
11,309,-630.3732479999999,0.1413721813186437,1.028229383553771,19.544390577887057,9.199100874615628,0.12526621604135474,4.960909978001401
