,lineout pixel,Radius (\mum),Te_electron,amp3_general,ud_general,Va_general,Ti_ion-1
0,233,-849.2532479999999,0.08706891486175139,1.0061616435764595,19.502742164880047,8.939203804037433,0.09988741279921894
1,240,-829.0932479999999,0.09508104829966256,0.9992124990709338,19.506278883145804,8.762641448265246,0.10834831663659741
2,247,-808.9332479999998,0.0981446115772237,1.0073273417708877,19.50498484979193,8.764301918117166,0.11199792973994585
3,254,-788.7732479999999,0.0931987483620115,0.9887714417649958,19.49888305351903,8.746782207724777,0.11082250634011936
4,261,-768.6132479999999,0.10135161885502922,1.0185215573552098,19.499497034433666,9.080964379279752,0.11623136278038926
5,268,-748.4532479999998,0.10698879495189717,1.0175104434850726,19.518940474105072,8.491553166135319,0.12769145986276695
6,275,-728.2932479999998,0.10925013395529318,1.0885522635533822,19.493804046297015,8.824730445064436,0.1400731183884369
7,282,-708.1332479999999,0.11181888006155286,1.0628452785314237,19.505045283176955,8.680811426071998,0.1371776858215188
8,289,-687.9732479999999,0.11102052543937153,1.0575811304089031,19.4991247618345,9.040841798323655,0.15162053424602628
9,296,-667.8132479999998,0.12528296614235898,1.081424070633731,19.493846700016768,8.856347667228079,0.15562011961038005
10,302,-650.5332479999998,0.13554360671129034,1.0307207544736157,19.500929433634496,8.828734199822566,0.15381866943287886
11,309,-630.3732479999999,0.13998770412830808,1.0265700620535283,19.54234707460477,9.196271898638543,0.12543169324852127
